LineNo,TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,U
38207,3039895333,4,466404200,1949,9,0.97,47.498843,19.1968905,188.56,5.284411,274.2324,-1.11,1
38269,3040096419,4,466404400,1949,9,0.97,47.4988437,19.1968771,188.86,4.82421,274.3987,-1.1,1
38333,3040297232,4,466404600,1949,9,0.97,47.4988445,19.196865,189.05,4.270702,275.6439,-1.03,1
38395,3040499178,4,466404800,1949,9,0.97,47.4988451,19.1968544,189.25,3.701378,274.4937,-0.98,1
38459,3040699821,4,466405000,1949,9,0.97,47.4988456,19.1968456,189.44,2.910756,274.9271,-1,1
38523,3040900656,4,466405200,1949,9,0.97,47.4988464,19.1968387,189.56,2.292117,283.3693,-0.87,1
38585,3041101446,4,466405400,1949,9,0.97,47.4988472,19.1968336,189.71,1.671077,284.2026,-0.8,1
38647,3041302200,4,466405600,1949,9,0.97,47.4988479,19.1968298,189.87,1.25,286.2602,-0.44,1
38709,3041503250,4,466405800,1949,9,0.97,47.4988485,19.1968268,190.05,1.118258,285.0304,-0.47,1
38773,3041704265,4,466406000,1949,9,0.97,47.4988493,19.1968244,190.17,0.8778383,312.2298,-0.45,1
38837,3041904365,4,466406200,1949,9,0.97,47.49885,19.1968225,190.26,0.7404053,286.4769,-0.19,1
38899,3042105339,4,466406400,1949,9,0.97,47.4988502,19.196821,190.34,0.41,282.6804,-0.15,1
38961,3042306019,4,466406600,1949,9,0.97,47.4988502,19.19682,190.48,0.3026549,262.4054,-0.25,1
39023,3042506837,4,466406800,1949,9,0.97,47.49885,19.196819,190.5,0.4531004,247.9638,-0.11,1
39087,3042706868,4,466407000,1949,9,0.97,47.4988497,19.1968178,190.59,0.4248529,243.435,-0.26,1
39153,3042907806,4,466407200,1949,9,0.97,47.4988489,19.1968169,190.62,0.7689603,200.5561,0.06,1
39215,3043109070,4,466407400,1949,9,0.97,47.4988479,19.1968159,190.65,0.6020797,221.6335,-0.16,1
39276,3043291046,4,466407600,1949,9,0.97,47.4988472,19.196815,190.81,0.4280187,217.4053,-0.33,1
39340,3043511639,4,466407800,1949,9,0.97,47.4988467,19.1968142,190.81,0.422019,216.3268,-0.14,1
39406,3043712411,4,466408000,1949,9,0.97,47.4988463,19.1968141,190.73,0.2830194,147.9946,-0.02,1
39466,3043893879,4,466408200,1949,9,0.97,47.4988461,19.1968154,190.71,0.8500588,89.32596,0.05,1
39528,3044094796,4,466408400,1949,9,0.97,47.4988465,19.1968185,190.73,1.469728,80.60176,-0.01,1
39591,3044296232,4,466408600,1949,9,0.97,47.4988474,19.1968228,190.65,1.988819,68.46607,0.09999999,1
39653,3044496536,4,466408800,1949,9,0.97,47.4988489,19.1968288,190.66,2.710166,74.37404,0.17,1
39719,3044717036,4,466409000,1949,9,0.97,47.4988503,19.1968367,190.57,3.375515,77.85782,0.09,1
39779,3044897668,4,466409200,1949,9,0.97,47.498852,19.1968463,190.45,4.014387,75.13293,0.22,1
39843,3045097783,4,466409400,1949,9,0.97,47.498854,19.1968575,190.48,4.548164,76.91096,0.04,1
39905,3045299276,4,466409600,1949,9,0.97,47.4988556,19.1968699,190.43,4.91058,82.62895,0,1
39967,3045499863,4,466409800,1949,9,0.97,47.4988568,19.1968835,190.52,5.263174,83.56363,0,1
40033,3045720634,4,466410000,1949,9,0.97,47.4988574,19.1968975,190.49,5.25,90,0.01,1
40093,3045901251,4,466410200,1949,9,0.97,47.4988568,19.1969114,190.48,5.228432,97.80464,0.07,1
40157,3046102031,4,466410400,1949,9,0.97,47.4988549,19.196925,190.49,5.241679,105.9454,0.09,1
40219,3046302193,4,466410600,1949,9,0.97,47.4988521,19.1969379,190.5,4.995558,111.1199,-0.02,1
40281,3046501922,4,466410800,1949,9,0.97,47.4988485,19.19695,190.47,5.005887,117.9984,0.04,1
40346,3046703181,4,466411000,1949,9,0.97,47.4988439,19.1969614,190.48,5.039623,124.163,-0.01,1
40410,3046904422,4,466411200,1949,9,0.97,47.4988385,19.1969724,190.45,5.264618,128.6768,0.12,1
40472,3047105810,4,466411400,1949,9,0.97,47.4988327,19.1969833,190.41,5.217825,128.3854,0.27,1
40509,3047287278,4,466411600,1949,9,0.97,47.498827,19.1969938,190.36,5.134744,130.5771,0.08,1
40571,3047488474,4,466411800,1949,9,0.97,47.4988215,19.1970044,190.38,5.070158,126.4179,0.09,1
40635,3047690219,4,466412000,1949,9,0.97,47.4988165,19.1970156,190.33,5.162451,122.5818,0.15,1
40699,3047891290,4,466412200,1949,9,0.97,47.4988121,19.1970274,190.26,5.134871,117.613,0.07,1
40761,3048092082,4,466412400,1949,9,0.97,47.4988082,19.1970397,190.28,5.176118,115.0303,-0.03,1
40824,3048293875,4,466412600,1949,9,0.97,47.4988047,19.1970523,190.23,5.076938,111.6128,0.12,1
40886,3048494670,4,466412800,1949,9,0.97,47.4988016,19.1970649,190.23,5.080886,110.1469,0.2,1
40950,3048694706,4,466413000,1949,9,0.97,47.4987989,19.1970774,190.2,4.845802,107.1636,0.41,1
41012,3048895587,4,466413200,1949,9,0.97,47.4987967,19.1970897,190.15,4.732071,104.5648,0.39,1
41076,3049096796,4,466413400,1949,9,0.97,47.4987947,19.1971018,190.12,4.618615,105.0593,0.33,1
41139,3049297020,4,466413600,1949,9,0.97,47.498793,19.1971138,190.1,4.640388,101.9395,0.25,1
41201,3049497301,4,466413800,1949,9,0.97,47.4987917,19.1971259,190.05,4.66074,99.26022,0.23,1
41265,3049698837,4,466414000,1949,9,0.97,47.4987907,19.1971383,189.96,4.846535,97.94618,0.23,1
41327,3049899602,4,466414200,1949,9,0.97,47.4987898,19.197151,189.98,4.939848,98.1465,0.06,1
41391,3050100310,4,466414400,1949,9,0.97,47.4987886,19.1971641,189.92,5.157373,99.93719,0.04,1
41453,3050301309,4,466414600,1949,9,0.97,47.4987874,19.1971777,189.92,5.219895,97.9283,-0.09,1
41515,3050502147,4,466414800,1949,9,0.97,47.4987864,19.1971914,189.99,5.282092,98.05339,-0.18,1
41579,3050702993,4,466415000,1949,9,0.97,47.4987853,19.1972052,190.03,5.336113,97.53787,-0.13,1
41641,3050903806,4,466415200,1949,9,0.97,47.4987844,19.1972195,190.01,5.494661,95.43044,0.11,1
41705,3051104258,4,466415400,1949,9,0.97,47.4987835,19.197234,189.99,5.548234,97.56051,0.03,1
41767,3051304594,4,466415600,1949,9,0.97,47.4987822,19.1972485,189.98,5.458938,98.42696,0.07,1
41829,3051504232,4,466415800,1949,9,0.97,47.4987811,19.1972629,189.94,5.548207,96.72793,0.05,1
41893,3051705504,4,466416000,1949,9,0.97,47.4987799,19.1972778,189.91,5.75312,97.79207,0.01,1
41953,3051886780,4,466416200,1949,9,0.97,47.498779,19.1972929,189.93,5.641321,94.98293,-0.05,1
42017,3052088116,4,466416400,1949,9,0.97,47.4987781,19.1973078,189.96,5.702228,97.76064,-0.09999999,1
42079,3052290058,4,466416600,1949,9,0.97,47.4987769,19.1973229,189.95,5.808769,96.6234,-0.15,1
42141,3052490793,4,466416800,1949,9,0.97,47.4987757,19.1973381,189.96,5.72616,98.03104,0.01,1
42207,3052692023,4,466417000,1949,9,0.97,47.4987744,19.1973531,189.96,5.658277,98.23033,-0.01,1
42269,3052892876,4,466417200,1949,9,0.97,47.4987731,19.1973681,189.97,5.746555,97.29814,0.03,1
42331,3053094614,4,466417400,1949,9,0.97,47.4987717,19.1973833,189.96,5.786856,99.34837,-0.01,1
42394,3053296323,4,466417600,1949,9,0.97,47.4987703,19.1973986,189.95,5.770268,97.56839,0.09,1
42456,3053496473,4,466417800,1949,9,0.97,47.4987689,19.197414,189.93,5.890204,98.19888,0.12,1
42520,3053696959,4,466418000,1949,9,0.97,47.4987675,19.1974297,189.93,5.967998,97.99432,0.04,1
42582,3053898253,4,466418200,1949,9,0.97,47.4987661,19.1974454,189.9,5.931509,97.55634,0.01,1
42646,3054099555,4,466418400,1949,9,0.97,47.4987649,19.1974612,189.92,6.018538,96.48737,-0.04,1
42709,3054301054,4,466418600,1949,9,0.97,47.4987638,19.1974771,189.95,5.977667,96.43545,-0.16,1
42771,3054501766,4,466418800,1949,9,0.97,47.4987625,19.1974929,189.97,5.941658,98.90746,-0.09,1
42835,3054702892,4,466419000,1949,9,0.97,47.498761,19.1975087,189.97,6.04723,97.88891,-0.07,1
42897,3054903988,4,466419200,1949,9,0.97,47.4987598,19.1975247,189.92,6.027968,95.52142,-0.04,1
42961,3055104493,4,466419400,1949,9,0.97,47.4987585,19.1975408,189.94,6.125691,99.01638,-0.02,1
43023,3055306169,4,466419600,1949,9,0.97,47.498757,19.197557,189.97,6.112577,97.52031,0.08,1
43085,3055507297,4,466419800,1949,9,0.97,47.4987557,19.1975731,190.04,5.998108,95.549,-0.03,1
43149,3055688419,4,466420000,1949,9,0.97,47.4987546,19.1975892,190.06,6.145934,97.00938,0.09,1
43211,3055909867,4,466420200,1949,9,0.97,47.4987531,19.1976057,189.91,6.2853,98.87784,0.17,1
43273,3056091539,4,466420400,1949,9,0.97,47.4987515,19.1976221,189.9,6.154689,98.31441,0.17,1
43337,3056293942,4,466420600,1949,9,0.97,47.4987499,19.1976385,190.01,6.269362,98.53076,0.01,1
43399,3056494836,4,466420800,1949,9,0.97,47.4987483,19.197655,190.01,6.265541,98.90606,0.07,1
43464,3056695595,4,466421000,1949,9,0.97,47.4987464,19.1976717,190.15,6.441677,100.1935,-0.31,1
43526,3056896688,4,466421200,1949,9,0.97,47.4987446,19.1976885,190.17,6.24892,99.11562,-0.12,1
43588,3057098364,4,466421400,1949,9,0.97,47.4987429,19.1977051,190.22,6.330182,98.53971,-0.09,1
43650,3057300172,4,466421600,1949,9,0.97,47.4987413,19.197722,190.27,6.397953,98.35806,-0.08,1
43712,3057500951,4,466421800,1949,9,0.97,47.4987396,19.1977389,190.32,6.307456,98.38702,-0.03,1
43776,3057721484,4,466422000,1949,9,0.97,47.4987381,19.1977556,190.3,6.259361,97.89708,-0.08,1
43840,3057902598,4,466422200,1949,9,0.97,47.4987365,19.1977722,190.32,6.241194,98.6624,0.09,1
43902,3058103599,4,466422400,1949,9,0.97,47.4987349,19.197789,190.35,6.455889,98.19285,0.07,1
43965,3058304890,4,466422600,1949,9,0.97,47.4987332,19.1978059,190.35,6.296729,98.9537,0.17,1
44027,3058506137,4,466422800,1949,9,0.97,47.4987315,19.1978224,190.34,6.123863,99.49308,0.04,1
44091,3058707549,4,466423000,1949,9,0.97,47.4987296,19.1978388,190.33,6.325417,100.475,0.05,1
44155,3058909717,4,466423200,1949,9,0.97,47.4987278,19.1978554,190.35,6.25108,98.6486,0.02,1
44215,3059090997,4,466423400,1949,9,0.97,47.4987261,19.1978717,190.34,6.079506,99.27639,0.12,1
44278,3059292282,4,466423600,1949,9,0.97,47.4987244,19.1978876,190.36,6.008935,99.86988,-0.03,1
44340,3059492551,4,466423800,1949,9,0.97,47.4987225,19.1979035,190.4,6.114933,101.1262,0.06,1
44406,3059713675,4,466424000,1949,9,0.97,47.4987205,19.1979194,190.41,6.082146,100.5155,0.03,1
44470,3059915424,4,466424200,1949,9,0.97,47.4987184,19.1979354,190.44,6.103589,102.0095,0.02,1
44530,3060096391,4,466424400,1949,9,0.97,47.4987164,19.1979513,190.45,6.052652,100.5673,0.01,1
44592,3060296582,4,466424600,1949,9,0.97,47.4987144,19.1979671,190.49,6.00608,100.2622,-0.19,1
44654,3060497213,4,466424800,1949,9,0.97,47.4987125,19.1979828,190.56,5.99368,100.6725,-0.06,1
44718,3060698228,4,466425000,1949,9,0.97,47.4987105,19.1979985,190.59,5.987595,100.8783,0.01,1
44780,3060899441,4,466425200,1949,9,0.97,47.4987084,19.1980142,190.59,6.046429,101.7374,0.01,1
44842,3061100078,4,466425400,1949,9,0.97,47.4987064,19.1980301,190.63,6.103638,100.5735,-0.11,1
44906,3061301001,4,466425600,1949,9,0.97,47.4987046,19.1980457,190.69,5.854998,98.54527,0.02,1
44968,3061501206,4,466425800,1949,9,0.97,47.4987028,19.1980611,190.62,5.887427,101.4626,0.05,1
45032,3061702067,4,466426000,1949,9,0.97,47.498701,19.1980763,190.62,5.79511,99.23476,0.14,1
45094,3061902806,4,466426200,1949,9,0.97,47.4986992,19.1980916,190.62,5.930135,100.0024,0.07,1
45156,3062103730,4,466426400,1949,9,0.97,47.4986974,19.1981071,190.67,5.939983,99.98563,0.13,1
45218,3062304409,4,466426600,1949,9,0.97,47.4986956,19.1981227,190.71,5.938114,99.30369,-0.01,1
45280,3062504441,4,466426800,1949,9,0.97,47.4986937,19.1981382,190.76,5.95802,101.4231,-0.05,1
45344,3062704920,4,466427000,1949,9,0.97,47.4986918,19.1981538,190.73,5.93188,100.0975,0.22,1
45408,3062905183,4,466427200,1949,9,0.97,47.49869,19.1981692,190.77,5.908705,99.94057,-0.09,1
45470,3063106719,4,466427400,1949,9,0.97,47.4986881,19.1981847,190.72,5.989407,101.46,0.16,1
45533,3063308030,4,466427600,1949,9,0.97,47.4986861,19.1982001,190.69,5.89733,100.9479,0,1
45595,3063489477,4,466427800,1949,9,0.97,47.4986841,19.1982154,190.71,5.938417,101.4613,0.11,1
45659,3063710192,4,466428000,1949,9,0.97,47.4986819,19.1982308,190.77,5.947184,102.3303,-0.18,1
45722,3063891290,4,466428200,1949,9,0.97,47.4986795,19.1982461,190.85,5.966381,103.9664,-0.13,1
45785,3064090933,4,466428400,1949,9,0.97,47.4986772,19.1982614,190.89,5.905057,101.3289,-0.09999999,1
45848,3064291743,4,466428600,1949,9,0.97,47.4986753,19.1982768,190.9,5.90028,99.46232,-0.07,1
45910,3064492524,4,466428800,1949,9,0.97,47.4986735,19.1982922,190.92,5.974027,100.708,-0.03,1
45974,3064693696,4,466429000,1949,9,0.97,47.4986717,19.1983078,190.9,5.900593,98.87166,-0.01,1
46038,3064894348,4,466429200,1949,9,0.97,47.4986701,19.1983233,190.92,5.908942,98.7609,0.02,1
46100,3065094832,4,466429400,1949,9,0.97,47.4986686,19.1983388,190.91,5.968249,98.67317,0.04,1
46162,3065295722,4,466429600,1949,9,0.97,47.4986673,19.1983544,190.97,5.900585,95.83619,0,1
46224,3065496212,4,466429800,1949,9,0.97,47.498666,19.1983701,190.99,6.082763,99.46232,0,1
46288,3065697407,4,466430000,1949,9,0.97,47.4986641,19.1983861,191.09,6.158327,100.7625,-0.22,1
46350,3065898500,4,466430200,1949,9,0.97,47.4986621,19.1984022,191.12,6.2071,101.147,-0.12,1
46412,3066099675,4,466430400,1949,9,0.97,47.4986601,19.1984183,191.15,6.174285,100.5455,-0.18,1
46474,3066299816,4,466430600,1949,9,0.97,47.4986579,19.1984343,191.15,6.184699,102.4183,0.01,1
46538,3066500592,4,466430800,1949,9,0.97,47.4986556,19.1984503,191.18,6.154575,102.0037,0,1
46603,3066702514,4,466431000,1949,9,0.97,47.4986533,19.1984663,191.21,6.158197,101.7114,-0.06,1
46665,3066903647,4,466431200,1949,9,0.97,47.4986512,19.1984823,191.23,6.085828,100.7006,-0.03,1
46727,3067104212,4,466431400,1949,9,0.97,47.4986489,19.1984979,191.27,5.96431,104.6653,0,1
46791,3067304517,4,466431600,1949,9,0.97,47.4986466,19.1985134,191.28,6.013335,100.6372,0,1
46853,3067505345,4,466431800,1949,9,0.97,47.4986443,19.1985291,191.25,6.032984,102.9305,-0.01,1
46917,3067706612,4,466432000,1949,9,0.97,47.4986421,19.1985449,191.27,6.085828,100.7006,-0.07,1
46954,3067887808,4,466432200,1949,9,0.97,47.4986401,19.1985607,191.31,5.991402,101.0661,0.03,1
47016,3068089660,4,466432400,1949,9,0.97,47.4986382,19.1985766,191.33,6.137141,99.09396,-0.06,1
47079,3068290713,4,466432600,1949,9,0.97,47.4986365,19.1985928,191.41,6.194837,98.91492,-0.03,1
47143,3068491056,4,466432800,1949,9,0.97,47.4986346,19.1986091,191.44,6.145242,99.55428,-0.02,1
47205,3068691570,4,466433000,1949,9,0.97,47.4986328,19.1986254,191.46,6.112552,96.76459,0.2,1
47296,3068912440,4,466433200,1949,9,0.97,47.4986312,19.1986415,191.55,6.050355,98.74615,0.23,1
47331,3069093164,4,466433400,1949,9,0.97,47.4986296,19.1986578,191.49,6.149342,95.59933,0.16,1
47394,3069293914,4,466433600,1949,9,0.97,47.4986281,19.1986742,191.56,6.331674,98.6292,-0.11,1
47458,3069494835,4,466433800,1949,9,0.97,47.4986265,19.1986908,191.5,6.185637,96.96416,0.08,1
47549,3069715427,4,466434000,1949,9,0.97,47.4986253,19.1987071,191.53,6.249328,96.43131,-0.03,1
47584,3069896069,4,466434200,1949,9,0.97,47.4986241,19.1987234,191.6,6.115717,96.19534,-0.05,1
47646,3070095751,4,466434400,1949,9,0.97,47.4986228,19.1987395,191.53,6.075953,96.23605,0.04,1
47710,3070295883,4,466434600,1949,9,0.97,47.4986214,19.1987558,191.45,6.331453,97.98932,0.01,1
47772,3070496216,4,466434800,1949,9,0.97,47.4986199,19.1987722,191.45,6.165784,96.9867,0.05,1
47836,3070696548,4,466435000,1949,9,0.97,47.4986186,19.1987881,191.55,6.099516,98.01054,0.04,1
47900,3070897135,4,466435200,1949,9,0.97,47.4986172,19.1988039,191.54,5.944989,97.05329,0.02,1
47962,3071098042,4,466435400,1949,9,0.97,47.4986159,19.1988195,191.51,5.97355,96.92276,0,1
48025,3071298769,4,466435600,1949,9,0.97,47.4986144,19.198835,191.5,5.9219,98.93741,-0.06,1
48088,3071499787,4,466435800,1949,9,0.97,47.4986127,19.1988507,191.48,6.089376,99.26122,-0.06,1
48150,3071700543,4,466436000,1949,9,0.97,47.498611,19.1988662,191.49,5.791934,99.03948,0.08,1
48214,3071901228,4,466436200,1949,9,0.97,47.4986093,19.1988813,191.49,5.796904,99.93354,-0.11,1
48276,3072102162,4,466436400,1949,9,0.97,47.4986076,19.1988962,191.49,5.622499,99.21102,-0.12,1
48340,3072302824,4,466436600,1949,9,0.97,47.4986059,19.1989109,191.53,5.553602,99.95419,-0.02,1
48402,3072503714,4,466436800,1949,9,0.97,47.4986041,19.1989253,191.52,5.564288,100.5627,0.04,1
48464,3072705031,4,466437000,1949,9,0.97,47.4986023,19.1989399,191.57,5.546828,99.54722,0.18,1
48530,3072905923,4,466437200,1949,9,0.97,47.4986006,19.1989544,191.55,5.495862,99.53087,0.12,1
48592,3073106707,4,466437400,1949,9,0.97,47.498599,19.1989689,191.55,5.573446,97.94109,-0.02,1
48655,3073307964,4,466437600,1949,9,0.97,47.4985976,19.1989834,191.49,5.535648,98.83272,0.17,1
48717,3073509085,4,466437800,1949,9,0.97,47.498596,19.1989981,191.53,5.635601,99.39545,0.08,1
48779,3073709899,4,466438000,1949,9,0.97,47.4985944,19.1990129,191.58,5.707933,99.47882,-0.09999999,1
48843,3073910168,4,466438200,1949,9,0.97,47.4985925,19.199028,191.59,5.862056,101.7125,0.06,1
48905,3074111272,4,466438400,1949,9,0.97,47.4985906,19.1990432,191.63,5.772088,99.67446,-0.06,1
48970,3074312343,4,466438600,1949,9,0.97,47.4985889,19.1990586,191.7,5.966121,99.16234,0.09999999,1
49032,3074493456,4,466438800,1949,9,0.97,47.4985872,19.1990743,191.7,5.992345,99.50947,0.02,1
49094,3074694112,4,466439000,1949,9,0.97,47.4985855,19.1990899,191.72,5.934913,99.11315,0.03,1
49158,3074894774,4,466439200,1949,9,0.97,47.4985839,19.1991055,191.69,5.949605,99.38316,0.02,1
49222,3075095516,4,466439400,1949,9,0.97,47.4985823,19.1991209,191.72,5.867887,98.72388,0.02,1
49284,3075316685,4,466439600,1949,9,0.97,47.4985807,19.1991364,191.69,6.018679,99.27451,0.08,1
49346,3075497719,4,466439800,1949,9,0.97,47.498579,19.1991519,191.66,5.926635,99.22392,-0.04,1
49408,3075718765,4,466440000,1949,9,0.97,47.4985773,19.1991674,191.6,5.969531,99.93569,0.08,1
49474,3075899630,4,466440200,1949,9,0.97,47.4985754,19.1991828,191.62,5.891706,100.6615,0.08,1
49536,3076101122,4,466440400,1949,9,0.97,47.4985735,19.1991981,191.68,5.842576,100.7522,-0.11,1
49598,3076302275,4,466440600,1949,9,0.97,47.4985716,19.1992133,191.69,5.873678,101.2908,-0.09,1
49660,3076503638,4,466440800,1949,9,0.97,47.4985696,19.1992284,191.71,5.720708,101.2903,-0.13,1
49722,3076704170,4,466441000,1949,9,0.97,47.4985676,19.1992435,191.71,5.977909,101.8738,0.01,1
49789,3076905074,4,466441200,1949,9,0.97,47.4985654,19.1992586,191.67,5.757334,102.5396,-0.03,1
49851,3077106237,4,466441400,1949,9,0.97,47.4985632,19.1992738,191.67,5.971808,101.5922,0.05,1
49913,3077306429,4,466441600,1949,9,0.97,47.498561,19.1992893,191.7,6.017059,101.7955,0.13,1
49975,3077507359,4,466441800,1949,9,0.97,47.498559,19.1993046,191.69,5.790138,99.54366,0.01,1
50037,3077708920,4,466442000,1949,9,0.97,47.4985572,19.1993198,191.66,5.901161,101.1385,0.21,1
50101,3077890851,4,466442200,1949,9,0.97,47.4985553,19.1993353,191.69,5.944712,99.68414,0.28,1
50163,3078092451,4,466442400,1949,9,0.97,47.4985536,19.1993509,191.68,5.962969,98.97262,0.14,1
50226,3078293663,4,466442600,1949,9,0.97,47.4985517,19.1993667,191.7,6.128629,101.2916,0.06,1
50290,3078514168,4,466442800,1949,9,0.97,47.4985498,19.1993827,191.74,6.067125,98.53076,0.02,1
50350,3078695425,4,466443000,1949,9,0.97,47.4985483,19.1993986,191.76,6.113894,97.61321,-0.01,1
50414,3078896927,4,466443200,1949,9,0.97,47.4985468,19.1994147,191.86,6.105317,97.71867,0.01,1
50476,3079098057,4,466443400,1949,9,0.97,47.4985452,19.199431,191.87,6.344588,98.79421,0.04,1
50539,3079298808,4,466443600,1949,9,0.97,47.4985438,19.1994475,191.97,6.142394,95.88694,-0.07,1
50603,3079500429,4,466443800,1949,9,0.97,47.4985424,19.1994639,192.02,6.371224,98.57523,-0.02,1
50665,3079701421,4,466444000,1949,9,0.97,47.4985407,19.1994807,192.07,6.426196,98.23097,-0.09,1
50729,3079903750,4,466444200,1949,9,0.97,47.4985391,19.1994974,192.15,6.26214,98.07834,-0.03,1
50791,3080104463,4,466444400,1949,9,0.97,47.4985374,19.1995139,192.19,6.304705,99.40255,-0.09,1
50855,3080305097,4,466444600,1949,9,0.97,47.4985356,19.1995302,192.25,6.25722,99.0107,-0.14,1
50917,3080506850,4,466444800,1949,9,0.97,47.4985338,19.1995464,192.27,6.11611,100.1708,-0.03,1
50979,3080687631,4,466445000,1949,9,0.97,47.4985319,19.1995622,192.29,6.038584,100.8819,0.13,1
51045,3080908562,4,466445200,1949,9,0.97,47.4985298,19.1995776,192.29,5.825685,102.3901,-0.04,1
51107,3081110154,4,466445400,1949,9,0.97,47.4985276,19.1995924,192.34,5.605756,103.0942,-0.08,1
51169,3081310717,4,466445600,1949,9,0.97,47.4985254,19.1996066,192.38,5.418265,103.8824,-0.02,1
51231,3081491496,4,466445800,1949,9,0.97,47.4985235,19.19962,192.36,4.987474,100.7467,0.06,1
51293,3081712286,4,466446000,1949,9,0.97,47.4985218,19.1996322,192.39,4.431365,103.4404,-0.06,1
51357,3081894036,4,466446200,1949,9,0.97,47.49852,19.1996428,192.37,3.910818,105.4222,-0.09,1
51421,3082094711,4,466446400,1949,9,0.97,47.4985185,19.1996522,192.4,3.414396,101.1454,-0.03,1
51483,3082295280,4,466446600,1949,9,0.97,47.4985176,19.1996606,192.39,3.049065,97.9175,0.15,1
51545,3082496961,4,466446800,1949,9,0.97,47.498517,19.1996679,192.4,2.582131,95.55603,0.2,1
51607,3082717223,4,466447000,1949,9,0.97,47.4985165,19.1996737,192.37,1.889391,98.21587,0.22,1
51671,3082898951,4,466447200,1949,9,0.97,47.4985163,19.1996778,192.38,1.310611,91.74894,0.16,1
51733,3083098854,4,466447400,1949,9,0.97,47.4985162,19.1996805,192.33,0.7402703,91.54815,0.27,1
51798,3083299253,4,466447600,1949,9,0.97,47.4985161,19.199682,192.25,0.3911521,85.60129,0.27,1
51860,3083500210,4,466447800,1949,9,0.97,47.4985161,19.1996828,192.24,0.3041381,117.4076,0.13,1
51922,3083701379,4,466448000,1949,9,0.97,47.498516,19.1996835,192.26,0.2973214,70.34618,0.03,1
51988,3083902116,4,466448200,1949,9,0.97,47.4985161,19.1996843,192.24,0.3313608,95.19443,-0.12,1
52050,3084102928,4,466448400,1949,9,0.97,47.4985159,19.1996851,192.3,0.4140048,127.1467,-0.24,1
52115,3084304305,4,466448600,1949,9,0.97,47.4985154,19.1996862,192.34,0.5968249,121.293,-0.32,1
52177,3084505016,4,466448800,1949,9,0.97,47.498515,19.1996875,192.4,0.5186521,109.1336,-0.4,1
52239,3084706505,4,466449000,1949,9,0.97,47.4985145,19.1996889,192.43,0.6521503,125.6398,-0.27,1
52303,3084906802,4,466449200,1949,9,0.97,47.498514,19.1996899,192.52,0.3162278,124.6952,-0.33,1
52365,3085108157,4,466449400,1949,9,0.97,47.4985138,19.1996901,192.58,0.1029563,209.0546,-0.22,1
52429,3085309242,4,466449600,1949,9,0.97,47.4985137,19.1996895,192.62,0.41,282.6804,-0.21,1
52489,3085490863,4,466449800,1949,9,0.97,47.4985141,19.1996883,192.66,0.5162364,301.5348,-0.24,1
52553,3085710865,4,466450000,1949,9,0.97,47.4985146,19.1996866,192.7,0.9377633,291.9149,-0.19,1
52617,3085911387,4,466450200,1949,9,0.96,47.4985153,19.199684,192.74,1.42706,298.0016,-0.16,1
52679,3086112069,4,466450400,1949,9,0.96,47.4985163,19.1996802,192.77,1.777751,287.0079,-0.17,1
52739,3086292485,4,466450600,1949,9,0.96,47.4985173,19.1996752,192.84,2.105825,285.4222,-0.18,1
52803,3086514081,4,466450800,1949,9,0.96,47.498518,19.1996692,192.84,2.538602,278.6089,-0.2,1
52867,3086714034,4,466451000,1949,9,0.96,47.4985185,19.1996622,192.86,2.84482,275.8509,-0.33,1
52932,3086914932,4,466451200,1949,9,0.96,47.4985185,19.1996541,192.93,3.318689,265.8529,-0.25,1
52992,3087095857,4,466451400,1949,9,0.96,47.4985184,19.1996449,192.95,3.623534,272.5308,-0.11,1
53054,3087296718,4,466451600,1949,9,0.96,47.4985187,19.1996351,193.03,3.793376,272.4174,-0.27,1
53118,3087497467,4,466451800,1949,9,0.96,47.4985192,19.1996246,193.11,4.18994,276.8536,-0.27,1
53182,3087718648,4,466452000,1949,9,0.96,47.4985201,19.1996134,193.19,4.307806,278.5439,-0.29,1
53244,3087899252,4,466452200,1949,9,0.96,47.4985214,19.1996017,193.23,4.695125,280.927,-0.25,1
53306,3088100574,4,466452400,1949,9,0.96,47.4985233,19.1995893,193.27,4.972293,284.679,-0.31,1
53369,3088301323,4,466452600,1949,9,0.96,47.4985255,19.1995764,193.43,5.059852,284.8877,-0.45,1
53433,3088502870,4,466452800,1949,9,0.96,47.4985278,19.199563,193.47,5.471709,284.3918,-0.22,1
53495,3088703175,4,466453000,1949,9,0.96,47.4985302,19.1995489,193.51,5.539539,284.2119,-0.3,1
53559,3088903551,4,466453200,1949,9,0.96,47.4985326,19.1995344,193.55,5.811239,284.3471,-0.25,1
53621,3089104289,4,466453400,1949,9,0.96,47.4985352,19.1995192,193.62,6.059612,285.1141,-0.3,1
53686,3089304863,4,466453600,1949,9,0.96,47.4985377,19.1995038,193.66,5.978628,282.3625,-0.3,1
53748,3089505336,4,466453800,1949,9,0.96,47.4985401,19.1994883,193.69,6.073096,284.1049,-0.37,1
53810,3089705810,4,466454000,1949,9,0.96,47.4985424,19.1994728,193.72,6.031757,282.4464,-0.15,1
53874,3089906760,4,466454200,1949,9,0.96,47.4985448,19.1994572,193.73,6.070824,283.6242,-0.18,1
53936,3090108332,4,466454400,1949,9,0.96,47.4985471,19.1994413,193.75,6.23491,281.9407,-0.09,1
