LineNo,TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,U
86541,3628123557,3,466992400,1949,10,0.84,47.4986553,19.1988105,144.21,0.08062258,187.125,0.09,1
86604,3628323560,3,466992600,1949,10,0.84,47.4986554,19.1988102,144.27,0.3041381,332.5924,0.11,1
86664,3628523355,3,466992800,1949,10,0.84,47.4986557,19.19881,144.27,0.01414214,315,-0.02,1
86725,3628723522,3,466993000,1949,10,0.84,47.4986558,19.1988099,144.27,0.05,0,0.01,1
86785,3628923507,3,466993200,1949,10,0.84,47.4986558,19.1988098,144.31,0.09055385,276.3402,0.06,1
86845,3629123382,3,466993400,1949,10,0.84,47.4986557,19.1988097,144.31,0.18,180,-0.07,1
86910,3629323348,3,466993600,1949,10,0.84,47.4986556,19.1988098,144.29,0.04123105,104.0362,0.11,1
86970,3629523393,3,466993800,1949,10,0.84,47.4986556,19.1988099,144.29,0.01414214,45,-0.04,1
87030,3629723555,3,466994000,1949,10,0.84,47.4986557,19.1988099,144.31,0.1104536,354.8056,-0.01,1
87092,3629923348,3,466994200,1949,10,0.84,47.4986559,19.1988099,144.35,0.08944272,26.56505,-0.13,1
87152,3630123617,3,466994400,1949,10,0.84,47.4986557,19.1988102,144.39,0.2594224,152.4472,-0.05,1
87214,3630323470,3,466994600,1949,10,0.84,47.4986554,19.1988104,144.4,0.08062258,172.875,0.04,1
87274,3630523382,3,466994800,1949,10,0.84,47.4986556,19.1988102,144.29,0.2641969,330.5241,0.06,1
87334,3630723398,3,466995000,1949,10,0.84,47.4986559,19.1988101,144.29,0.04472136,333.4349,0.01,1
87396,3630923402,3,466995200,1949,10,0.84,47.4986559,19.1988101,144.32,0.04472136,26.56505,0.01,1
87458,3631123527,3,466995400,1949,10,0.84,47.4986561,19.1988101,144.34,0.1334166,347.0054,-0.05,1
87520,3631323375,3,466995600,1949,10,0.84,47.4986562,19.1988102,144.36,0.09219544,130.6013,-0.12,1
87580,3631523509,3,466995800,1949,10,0.84,47.4986563,19.1988104,144.38,0.1341641,26.56505,-0.05,1
87640,3631723427,3,466996000,1949,10,0.84,47.4986565,19.1988106,144.42,0.1104536,84.80556,-0.01,1
87700,3631923308,3,466996200,1949,10,0.84,47.4986566,19.1988109,144.46,0.15,53.1301,-0.09999999,1
87762,3632123435,3,466996400,1949,10,0.84,47.4986567,19.198811,144.48,0.11,270,0.03,1
87824,3632323573,3,466996600,1949,10,0.84,47.4986565,19.198811,144.51,0.2729469,151.5571,-0.05,1
87884,3632523506,3,466996800,1949,10,0.84,47.4986562,19.1988112,144.53,0.1204159,138.3665,-0.05,1
87946,3632723636,3,466997000,1949,10,0.84,47.4986561,19.1988116,144.52,0.1931321,111.2505,0,1
88006,3632923502,3,466997200,1949,10,0.84,47.4986562,19.1988116,144.53,0.1252996,298.6105,-0.03,1
88066,3633123583,3,466997400,1949,10,0.84,47.4986562,19.1988115,144.56,0.01,180,-0.06,1
88129,3633323555,3,466997600,1949,10,0.84,47.4986561,19.1988115,144.59,0.1772005,163.6105,-0.03,1
88189,3633523611,3,466997800,1949,10,0.84,47.4986559,19.1988118,144.6,0.176918,137.2906,-0.02,1
88275,3633743446,3,466998000,1949,10,0.84,47.4986559,19.1988119,144.62,0.05656854,135,-0.13,1
88311,3633923686,3,466998200,1949,10,0.84,47.4986559,19.1988118,144.64,0.12,270,-0.05,1
88371,3634123550,3,466998400,1949,10,0.84,47.4986558,19.1988117,144.7,0.1931321,158.7495,-0.02,1
88434,3634323461,3,466998600,1949,10,0.84,47.4986558,19.1988117,144.72,0.1081665,326.3099,-0.04,1
88496,3634523531,3,466998800,1949,10,0.84,47.4986559,19.1988115,144.72,0.05830951,300.9637,-0.04,1
88556,3634723510,3,466999000,1949,10,0.84,47.4986559,19.1988115,144.75,0.1552417,165.0686,-0.05,1
88616,3634923610,3,466999200,1949,10,0.84,47.4986557,19.1988115,144.76,0.05830951,210.9638,-0.03,1
88676,3635123564,3,466999400,1949,10,0.84,47.4986558,19.1988112,144.8,0.2267157,318.5764,-0.26,1
88738,3635323468,3,466999600,1949,10,0.84,47.4986558,19.1988111,144.85,0.1526434,148.3925,-0.12,1
88798,3635523770,3,466999800,1949,10,0.84,47.4986555,19.1988114,144.86,0.2555386,149.4208,-0.08,1
88858,3635723538,3,467000000,1949,10,0.84,47.4986554,19.1988116,144.88,0.05830951,120.9638,-0.14,1
88920,3635923539,3,467000200,1949,10,0.84,47.4986553,19.1988115,144.93,0.1486607,227.7263,-0.17,1
88980,3636123743,3,467000400,1949,10,0.84,47.4986553,19.1988114,144.9,0.05099019,78.69006,-0.08,1
89042,3636323901,3,467000600,1949,10,0.84,47.4986554,19.1988115,144.93,0.07810249,320.1944,-0.06,1
89138,3639923401,3,467004200,1949,10,0.84,47.4986554,19.1988093,144.95,0.05385165,68.19859,-0.04,1
89198,3640123413,3,467004400,1949,10,0.84,47.4986555,19.1988093,144.92,0.04123105,284.0363,-0.05,1
89260,3640323519,3,467004600,1949,10,0.84,47.4986555,19.1988092,144.95,0.03605551,146.3099,0.05,1
89320,3640523491,3,467004800,1949,10,0.84,47.4986556,19.1988092,144.98,0.116619,329.0363,-0.08,1
89404,3640743227,3,467005000,1949,10,0.84,47.4986557,19.1988092,144.97,0.06403124,128.6598,0.07,1
89440,3640923430,3,467005200,1949,10,0.84,47.4986553,19.1988093,144.96,0.3214032,185.3558,0.11,1
89502,3641123441,3,467005400,1949,10,0.84,47.4986551,19.1988092,144.94,0.09219544,282.5288,0.01,1
89564,3641323565,3,467005600,1949,10,0.84,47.498655,19.1988092,144.94,0.08602325,125.5377,-0.05,1
89624,3641523546,3,467005800,1949,10,0.84,47.498655,19.1988092,144.93,0.05385165,291.8014,0.04,1
89686,3641723514,3,467006000,1949,10,0.84,47.4986549,19.1988092,144.97,0.0728011,164.0546,-0.08,1
89771,3641943455,3,467006200,1949,10,0.84,47.4986549,19.1988093,144.97,0.1044031,343.3008,-0.03,1
89807,3642123497,3,467006400,1949,10,0.84,47.498655,19.1988092,144.96,0.1360147,306.0274,-0.01,1
89869,3642323603,3,467006600,1949,10,0.84,47.4986552,19.1988091,144.92,0.1720465,35.53767,0.01,1
89930,3642523779,3,467006800,1949,10,0.84,47.4986553,19.1988093,144.91,0.05,143.1301,0.05,1
89992,3642723668,3,467007000,1949,10,0.84,47.4986551,19.1988094,144.98,0.07071067,188.1301,-0.07,1
90076,3642943188,3,467007200,1949,10,0.84,47.498655,19.1988094,144.97,0.01,270,-0.02,1
90112,3643123417,3,467007400,1949,10,0.84,47.4986551,19.1988094,144.98,0.04,270,0.01,1
90175,3643323437,3,467007600,1949,10,0.84,47.4986551,19.1988093,145.01,0.06708204,243.435,-0.13,1
90235,3643523353,3,467007800,1949,10,0.84,47.498655,19.1988093,145.01,0.1513274,187.5947,-0.09999999,1
90297,3643723454,3,467008000,1949,10,0.84,47.498655,19.1988093,145.02,0,0,-0.08,1
90381,3643943099,3,467008200,1949,10,0.84,47.498655,19.1988093,145.03,0.05,233.1301,-0.03,1
90417,3644123365,3,467008400,1949,10,0.84,47.4986549,19.1988094,145.03,0.11,180,-0.04,1
90480,3644323373,3,467008600,1949,10,0.84,47.4986551,19.1988095,145.01,0.1702939,356.6335,-0.04,1
90542,3644523416,3,467008800,1949,10,0.84,47.4986553,19.1988095,145.01,0.06,0,-0.04,1
90602,3644723477,3,467009000,1949,10,0.84,47.4986554,19.1988096,145.02,0.01414214,45,-0.04,1
90662,3644923396,3,467009200,1949,10,0.84,47.4986554,19.1988095,145,0.1252996,241.3896,-0.02,1
90722,3645123370,3,467009400,1949,10,0.84,47.4986553,19.1988095,145,0.1627882,169.3803,0,1
90784,3645323413,3,467009600,1949,10,0.84,47.4986553,19.1988094,145.04,0.1655294,295.0169,0.06,1
90844,3645523306,3,467009800,1949,10,0.84,47.4986553,19.1988093,145.02,0.05099019,191.3099,-0.15,1
90928,3645743337,3,467010000,1949,10,0.84,47.4986554,19.1988092,145.03,0.08544003,290.5561,-0.04,1
90966,3645923348,3,467010200,1949,10,0.84,47.4986554,19.1988092,144.94,0.06324555,198.435,0,1
91026,3646123430,3,467010400,1949,10,0.84,47.4986555,19.1988091,144.97,0.1131371,315,-0.08,1
91088,3646323408,3,467010600,1949,10,0.84,47.4986557,19.198809,145,0.1664332,327.2648,-0.16,1
91148,3646523465,3,467010800,1949,10,0.84,47.4986559,19.1988091,144.95,0.1077033,68.19859,-0.03,1
91208,3646723496,3,467011000,1949,10,0.84,47.4986562,19.1988094,144.9,0.1835756,29.35775,0.08,1
91270,3646923309,3,467011200,1949,10,0.84,47.4986563,19.1988097,144.88,0.1280625,128.6598,0.02,1
91354,3647143337,3,467011400,1949,10,0.84,47.4986564,19.19881,144.83,0.1389244,59.74356,0.03,1
91393,3647323472,3,467011600,1949,10,0.84,47.4986564,19.1988102,144.83,0.08602325,125.5377,-0.03,1
91453,3647523502,3,467011800,1949,10,0.84,47.4986564,19.1988102,144.81,0.09433981,237.9946,0.11,1
91513,3647723527,3,467012000,1949,10,0.84,47.4986565,19.1988099,144.8,0.2039608,348.6901,-0.03,1
91573,3647923449,3,467012200,1949,10,0.84,47.4986567,19.1988098,144.82,0.03162277,288.4349,0.09,1
91633,3648123564,3,467012400,1949,10,0.84,47.4986567,19.1988097,144.83,0.09219544,192.5288,0.02,1
91696,3648323529,3,467012600,1949,10,0.84,47.4986566,19.1988096,144.85,0.03162277,18.43495,0.12,1
91759,3648523872,3,467012800,1949,10,0.84,47.4986569,19.1988094,144.83,0.2662705,325.7131,0.04,1
91819,3648723507,3,467013000,1949,10,0.84,47.4986573,19.1988091,144.83,0.13,337.3801,-0.07,1
91879,3648923445,3,467013200,1949,10,0.84,47.4986572,19.1988093,144.87,0.2690725,138.0128,-0.07,1
91939,3649123537,3,467013400,1949,10,0.84,47.4986569,19.1988095,144.89,0.1236932,194.0363,0.02,1
92004,3649323515,3,467013600,1949,10,0.84,47.4986568,19.1988094,144.9,0.03,90,-0.03,1
92064,3649523768,3,467013800,1949,10,0.84,47.4986569,19.1988094,144.91,0.1476482,331.6992,-0.23,1
92124,3649723562,3,467014000,1949,10,0.84,47.4986568,19.1988088,144.97,0.4254409,240.4222,-0.65,1
92184,3649923771,3,467014200,1949,10,0.84,47.4986574,19.1988074,145.11,1.00896,320.6307,-1.5,1
92244,3650123538,3,467014400,1949,10,0.84,47.4986587,19.1988053,145.51,1.246194,305.8584,-2.18,1
92308,3650323525,3,467014600,1949,10,0.84,47.4986604,19.1988024,145.94,1.605273,314.2428,-2.51,1
92368,3650523689,3,467014800,1949,10,0.84,47.4986623,19.1987992,146.4,1.583825,309.6203,-2.57,1
92428,3650723803,3,467015000,1949,10,0.84,47.4986645,19.1987959,147,1.915516,319.6583,-2.79,1
92488,3650923774,3,467015200,1949,10,0.84,47.498667,19.1987924,147.51,1.868689,312.3974,-2.54,1
92548,3651123961,3,467015400,1949,10,0.84,47.4986695,19.1987887,147.99,2.121744,316.1458,-2.18,1
92610,3651324015,3,467015600,1949,10,0.84,47.4986724,19.1987847,148.35,2.211651,319.0334,-1.79,1
92670,3651524196,3,467015800,1949,10,0.84,47.4986752,19.198781,148.72,2.131783,318.2325,-1.44,1
92756,3651743776,3,467016000,1949,10,0.84,47.4986783,19.1987775,148.9,2.094039,326.6894,-1.03,1
92792,3651923821,3,467016200,1949,10,0.84,47.4986813,19.1987743,149.13,2.188059,323.5491,-0.82,1
92852,3652123962,3,467016400,1949,10,0.84,47.4986841,19.1987707,149.3,2.038234,317.386,-0.67,1
92914,3652323726,3,467016600,1949,10,0.84,47.4986872,19.1987672,149.4,2.274819,327.5674,-0.69,1
92975,3652524205,3,467016800,1949,10,0.84,47.4986906,19.1987646,149.57,2.125653,340.2011,-0.97,1
93037,3652724519,3,467017000,1949,10,0.84,47.498694,19.1987632,149.77,1.961479,349.7213,-1.04,1
93099,3652924889,3,467017200,1949,10,0.84,47.4986971,19.1987624,149.95,1.615054,352.1709,-1,1
93159,3653125878,3,467017400,1949,10,0.84,47.4986997,19.1987623,150.14,1.306484,5.710593,-1.05,1
93222,3653325946,3,467017600,1949,10,0.84,47.4987015,19.1987626,150.36,0.9824968,4.085617,-0.96,1
93282,3653526226,3,467017800,1949,10,0.84,47.4987032,19.1987628,150.59,1.081665,3.17983,-1.13,1
93342,3653726505,3,467018000,1949,10,0.84,47.4987052,19.1987628,150.76,1.260357,358.6361,-0.84,1
93405,3653927295,3,467018200,1949,10,0.84,47.4987075,19.1987627,150.98,1.564608,355.6013,-0.96,1
93467,3654127794,3,467018400,1949,10,0.84,47.49871,19.1987623,151.13,1.286585,354.2008,-0.78,1
93532,3654328125,3,467018600,1949,10,0.84,47.4987126,19.1987616,151.27,1.666433,345.0464,-0.86,1
93594,3654529009,3,467018800,1949,10,0.84,47.4987152,19.1987605,151.39,1.51344,346.2392,-0.81,1
93656,3654730144,3,467019000,1949,10,0.84,47.4987176,19.1987598,151.5,1.306981,350.7539,-0.66,1
93718,3654931186,3,467019200,1949,10,0.84,47.4987197,19.1987595,151.55,1.180381,358.5436,-0.48,1
93780,3655132465,3,467019400,1949,10,0.84,47.4987219,19.1987594,151.58,1.271928,356.8452,-0.45,1
93846,3655333339,3,467019600,1949,10,0.84,47.4987238,19.1987591,151.66,0.9982484,349.0278,-0.3,1
93908,3655534180,3,467019800,1949,10,0.84,47.4987254,19.1987589,151.72,0.920489,358.1323,-0.6,1
93970,3655735356,3,467020000,1949,10,0.84,47.4987273,19.1987588,151.8,1.160172,359.0122,-0.72,1
94032,3655936555,3,467020200,1949,10,0.84,47.4987292,19.1987586,151.91,0.9472592,349.0459,-0.72,1
94094,3656137380,3,467020400,1949,10,0.84,47.4987306,19.1987583,152.05,0.7532595,354.6678,-0.69,1
94160,3656338071,3,467020600,1949,10,0.84,47.4987316,19.1987581,152.15,0.5069516,345.1414,-0.59,1
94222,3656539629,3,467020800,1949,10,0.84,47.4987324,19.1987577,152.27,0.4176123,343.3008,-0.42,1
94284,3656740842,3,467021000,1949,10,0.84,47.498733,19.1987576,152.33,0.3106445,3.691386,-0.15,1
94344,3656921745,3,467021200,1949,10,0.84,47.4987337,19.1987574,152.37,0.4123105,345.9637,0.09,1
94408,3657123304,3,467021400,1949,10,0.84,47.4987343,19.1987574,152.37,0.3785499,12.20047,0.18,1
94473,3657324612,3,467021600,1949,10,0.84,47.498735,19.1987579,152.3,0.4964877,34.33022,0.31,1
94537,3657524398,3,467021800,1949,10,0.84,47.4987353,19.1987587,152.3,0.3544009,73.61045,0.31,1
94601,3657746920,3,467022000,1949,10,0.84,47.4987357,19.1987592,152.22,0.176918,42.70939,0.33,1
94661,3657926826,3,467022200,1949,10,0.84,47.4987359,19.1987592,152.14,0.1140175,322.125,0.13,1
94725,3658127167,3,467022400,1949,10,0.84,47.4987361,19.198759,152.08,0.04472136,26.56505,0.09999999,1
94790,3658328487,3,467022600,1949,10,0.84,47.4987362,19.198759,152.08,0.08,270,-0.01,1
94854,3658530084,3,467022800,1949,10,0.84,47.4987364,19.1987589,152.08,0.08944272,63.43495,0.01,1
94916,3658730626,3,467023000,1949,10,0.84,47.4987368,19.1987593,152.06,0.3820994,42.8789,-0.04,1
94980,3658951779,3,467023200,1949,10,0.84,47.4987375,19.1987602,152.06,0.4770744,56.97613,-0.18,1
95040,3659132423,3,467023400,1949,10,0.84,47.4987381,19.1987612,152.08,0.51,61.92751,-0.13,1
95107,3659334295,3,467023600,1949,10,0.84,47.4987387,19.198762,152.16,0.414367,19.74684,-0.42,1
95169,3659534688,3,467023800,1949,10,0.84,47.4987394,19.1987624,152.23,0.2523886,33.69007,-0.33,1
95231,3659735335,3,467024000,1949,10,0.84,47.49874,19.1987629,152.26,0.3911521,32.47119,-0.13,1
95293,3659936457,3,467024200,1949,10,0.84,47.4987405,19.1987633,152.33,0.2280351,15.25512,-0.02,1
95355,3660137120,3,467024400,1949,10,0.84,47.4987409,19.1987637,152.41,0.2408319,41.63354,-0.12,1
95421,3660338705,3,467024600,1949,10,0.84,47.4987412,19.1987637,152.45,0.1392839,291.0375,0.14,1
95483,3660539825,3,467024800,1949,10,0.84,47.4987412,19.1987633,152.48,0.2601922,272.2026,-0.03,1
95545,3660741152,3,467025000,1949,10,0.84,47.4987412,19.1987625,152.51,0.3905125,267.0643,-0.03,1
95607,3660942507,3,467025200,1949,10,0.84,47.4987411,19.1987614,152.54,0.4972927,254.8459,-0.07,1
95670,3661123565,3,467025400,1949,10,0.84,47.4987408,19.1987603,152.54,0.4167733,239.7436,-0.06,1
95732,3661324434,3,467025600,1949,10,0.84,47.4987404,19.1987593,152.57,0.5,233.1301,-0.09,1
95794,3661525727,3,467025800,1949,10,0.84,47.4987399,19.1987583,152.57,0.4808326,225,0.04,1
95854,3661727041,3,467026000,1949,10,0.84,47.4987394,19.1987574,152.57,0.446878,229.5378,-0.03,1
95914,3661928286,3,467026200,1949,10,0.84,47.4987392,19.1987563,152.54,0.4504442,267.4552,0.05,1
95974,3662129600,3,467026400,1949,10,0.84,47.4987394,19.1987552,152.52,0.4176123,286.6992,0.06,1
96036,3662330964,3,467026600,1949,10,0.84,47.4987399,19.1987541,152.53,0.5047772,303.6901,0.05,1
96101,3662531650,3,467026800,1949,10,0.84,47.4987408,19.198753,152.54,0.7580238,323.5836,-0.11,1
96163,3662732834,3,467027000,1949,10,0.84,47.498742,19.1987519,152.59,0.7992496,328.2986,-0.03,1
96225,3662934262,3,467027200,1949,10,0.84,47.4987435,19.1987508,152.63,1.133181,336.6022,-0.09999999,1
96287,3663135966,3,467027400,1949,10,0.84,47.4987453,19.1987495,152.63,1.071867,329.1279,0.07,1
96352,3663336836,3,467027600,1949,10,0.84,47.4987473,19.1987478,152.65,1.464923,327.8288,-0.08,1
96416,3663538228,3,467027800,1949,10,0.84,47.4987498,19.1987451,152.68,1.951333,319.7809,-0.35,1
96478,3663739846,3,467028000,1949,10,0.84,47.4987527,19.1987411,152.81,2.623452,315.4633,-0.6,1
96538,3663920627,3,467028200,1949,10,0.84,47.4987564,19.1987357,153.11,3.358824,315.3619,-1.12,1
96602,3664141681,3,467028400,1949,10,0.84,47.498761,19.1987292,153.43,3.847311,316.0531,-1.34,1
96665,3664323651,3,467028600,1949,10,0.84,47.4987661,19.1987214,153.72,4.422952,312.7094,-1.48,1
96729,3664524413,3,467028800,1949,10,0.84,47.4987714,19.1987128,154.07,4.473947,312.2823,-1.66,1
96791,3664724435,3,467029000,1949,10,0.84,47.4987769,19.1987038,154.4,4.751137,312.0141,-1.58,1
96853,3664925100,3,467029200,1949,10,0.84,47.4987824,19.1986946,154.72,4.594605,310.7636,-1.85,1
96917,3665145750,3,467029400,1949,10,0.84,47.4987878,19.1986857,155.05,4.505519,313.6511,-2.01,1
96979,3665327473,3,467029600,1949,10,0.84,47.4987934,19.1986769,155.43,4.606658,312.8008,-1.93,1
97041,3665528677,3,467029800,1949,10,0.84,47.4987987,19.1986679,155.85,4.527703,311.3288,-1.8,1
97105,3665730264,3,467030000,1949,10,0.84,47.4988044,19.1986589,156.27,4.773018,314.7454,-2.16,1
97167,3665930085,3,467030200,1949,10,0.84,47.4988101,19.1986496,156.66,4.68489,309.9778,-1.97,1
97229,3666131063,3,467030400,1949,10,0.84,47.4988156,19.1986402,157.05,4.678472,312.4879,-1.98,1
97293,3666331855,3,467030600,1949,10,0.84,47.4988213,19.1986306,157.45,5.100667,311.5029,-1.93,1
97355,3666533197,3,467030800,1949,10,0.84,47.4988274,19.1986206,157.85,5.086698,313.1678,-1.97,1
97417,3666733388,3,467031000,1949,10,0.84,47.4988335,19.1986106,158.21,5.140204,310.8189,-2.02,1
97479,3666934514,3,467031200,1949,10,0.84,47.4988395,19.1986004,158.68,5.092357,311.7363,-2.1,1
97543,3667134478,3,467031400,1949,10,0.84,47.4988456,19.1985905,159.06,5.157839,313.0359,-2.03,1
97608,3667334825,3,467031600,1949,10,0.84,47.4988519,19.1985802,159.48,5.394163,312.2951,-1.98,1
97670,3667535199,3,467031800,1949,10,0.84,47.4988584,19.1985699,159.92,5.362555,313.1865,-2.02,1
97733,3667736293,3,467032000,1949,10,0.84,47.498865,19.1985593,160.32,5.567306,313.326,-2.06,1
97796,3667936916,3,467032200,1949,10,0.84,47.4988718,19.1985485,160.82,5.687266,313.4326,-2.31,1
97858,3668137693,3,467032400,1949,10,0.84,47.4988785,19.1985376,161.27,5.529385,312.1413,-2.29,1
97923,3668338232,3,467032600,1949,10,0.84,47.4988852,19.1985266,161.73,5.740601,312.3878,-2.19,1
97985,3668538804,3,467032800,1949,10,0.84,47.4988923,19.1985152,162.14,5.948286,313.7058,-2.2,1
98047,3668739751,3,467033000,1949,10,0.84,47.4988994,19.1985037,162.54,5.938392,312.4749,-2.15,1
98111,3668940286,3,467033200,1949,10,0.84,47.4989065,19.1984922,163,5.942996,313.0909,-2.18,1
98173,3669140683,3,467033400,1949,10,0.84,47.498914,19.1984805,163.4,6.279682,314.2258,-2.07,1
98238,3669341942,3,467033600,1949,10,0.84,47.4989214,19.1984689,163.85,6.026557,313.5209,-2.06,1
98300,3669542854,3,467033800,1949,10,0.84,47.4989289,19.1984571,164.28,6.295172,313.584,-2.13,1
98362,3669743490,3,467034000,1949,10,0.84,47.4989365,19.198445,164.69,6.340788,312.6992,-1.97,1
98424,3669944325,3,467034200,1949,10,0.84,47.4989442,19.198433,165.12,6.166036,314.7372,-2.15,1
98486,3670144985,3,467034400,1949,10,0.84,47.4989518,19.1984215,165.59,6.060107,314.532,-2.16,1
98552,3670346873,3,467034600,1949,10,0.84,47.4989595,19.1984098,166.02,6.202007,314.1508,-2.18,1
98614,3670548171,3,467034800,1949,10,0.84,47.4989673,19.1983978,166.41,6.35897,313.5345,-2,1
98676,3670748881,3,467035000,1949,10,0.84,47.4989752,19.1983856,166.79,6.35248,313.3416,-1.94,1
98738,3670930441,3,467035200,1949,10,0.84,47.4989829,19.1983735,167.18,6.141352,313.0205,-2.13,1
98800,3671132206,3,467035400,1949,10,0.84,47.4989907,19.1983617,167.58,6.321598,315.2563,-1.97,1
98864,3671332687,3,467035600,1949,10,0.84,47.4989987,19.1983499,168.02,6.322309,314.1028,-2.25,1
98926,3671533803,3,467035800,1949,10,0.84,47.4990068,19.1983377,168.45,6.570122,313.9517,-1.96,1
98990,3671734941,3,467036000,1949,10,0.84,47.499015,19.1983254,168.86,6.533682,315.124,-2.01,1
99052,3671935825,3,467036200,1949,10,0.84,47.4990237,19.1983129,169.37,7.015411,315.924,-2.15,1
99114,3672136565,3,467036400,1949,10,0.84,47.4990324,19.1983002,169.77,6.590615,314.3853,-2.13,1
99178,3672336389,3,467036600,1949,10,0.84,47.4990407,19.1982876,170.2,6.698634,313.4878,-2.03,1
99241,3672537715,3,467036800,1949,10,0.84,47.499049,19.1982747,170.63,6.678922,313.0585,-2.05,1
99304,3672739466,3,467037000,1949,10,0.84,47.4990573,19.198262,171.07,6.619063,314.2655,-2.14,1
99366,3672940354,3,467037200,1949,10,0.84,47.4990654,19.1982495,171.51,6.440885,312.4831,-2.06,1
99428,3673140664,3,467037400,1949,10,0.84,47.4990734,19.1982367,171.88,6.604309,312.3612,-2.08,1
99466,3673322010,3,467037600,1949,10,0.84,47.4990813,19.1982241,172.29,6.340237,312.8269,-1.98,1
99557,3673542754,3,467037800,1949,10,0.84,47.4990891,19.1982118,172.7,6.347038,312.8931,-1.97,1
99592,3673723824,3,467038000,1949,10,0.84,47.4990969,19.1981996,173.05,6.174828,313.622,-2.06,1
99654,3673923840,3,467038200,1949,10,0.84,47.4991046,19.1981877,173.45,6.175994,313.2285,-2.01,1
99716,3674124911,3,467038400,1949,10,0.84,47.499112,19.198176,173.95,6.076619,313.3329,-2.24,1
99779,3674325619,3,467038600,1949,10,0.84,47.4991193,19.1981642,174.34,5.970167,311.8089,-1.98,1
99843,3674526667,3,467038800,1949,10,0.84,47.4991264,19.1981523,174.68,5.974521,311.1318,-1.92,1
99907,3674726959,3,467039000,1949,10,0.84,47.4991335,19.1981406,175.04,5.842303,311.8779,-2.02,1
99969,3674927773,3,467039200,1949,10,0.84,47.4991406,19.1981289,175.39,6.060115,312.191,-1.89,1
100033,3675128815,3,467039400,1949,10,0.84,47.499148,19.1981172,175.78,6.012803,313.3827,-1.96,1
100095,3675330173,3,467039600,1949,10,0.84,47.4991554,19.1981054,176.11,6.031865,312.1779,-1.89,1
100159,3675530954,3,467039800,1949,10,0.84,47.4991626,19.198094,176.46,5.806315,313.9533,-1.92,1
100248,3675751341,3,467040000,1949,10,0.84,47.49917,19.1980826,176.87,6.005939,313.3133,-1.98,1
100283,3675932454,3,467040200,1949,10,0.84,47.4991772,19.1980712,177.22,5.815789,313.0491,-1.89,1
100347,3676133176,3,467040400,1949,10,0.84,47.4991843,19.1980598,177.58,5.846879,312.366,-1.77,1
100409,3676333932,3,467040600,1949,10,0.84,47.4991914,19.1980485,177.98,5.79912,314.0219,-2.05,1
100473,3676534607,3,467040800,1949,10,0.84,47.4991984,19.1980374,178.35,5.715216,311.8084,-1.91,1
100535,3676735414,3,467041000,1949,10,0.84,47.4992054,19.198026,178.74,5.873347,312.7921,-2,1
100597,3676935831,3,467041200,1949,10,0.84,47.4992125,19.1980147,179.18,5.836754,313.1255,-1.94,1
100661,3677135851,3,467041400,1949,10,0.84,47.4992194,19.1980035,179.54,5.643093,312.0551,-1.87,1
100723,3677336692,3,467041600,1949,11,0.8,47.499226,19.1979926,179.89,5.405451,311.4751,-1.91,1
100788,3677536537,3,467041800,1949,11,0.8,47.4992327,19.1979818,180.26,5.609715,313.3387,-1.92,1
100850,3677736651,3,467042000,1949,11,0.8,47.4992393,19.1979712,180.71,5.463552,312.6264,-1.8,1
100914,3677937738,3,467042200,1949,11,0.8,47.4992461,19.1979604,258,5.624278,313.1989,-1.9,1
100976,3678139080,3,467042400,1949,11,0.8,47.4992527,19.1979494,181.44,5.513565,311.1761,-1.99,1
101039,3678340187,3,467042600,1949,11,0.8,47.4992595,19.1979383,181.79,5.68964,312.7208,-1.91,1
101103,3678541242,3,467042800,1949,11,0.8,47.4992664,19.1979273,182.18,5.61221,312.6171,-1.95,1
101165,3678741739,3,467043000,1949,11,0.8,47.4992734,19.1979161,182.54,5.850034,313.407,-1.95,1
101229,3678942059,3,467043200,1949,11,0.8,47.4992805,19.197905,182.92,5.546314,313.2466,-2.05,1
101291,3679142959,3,467043400,1949,11,0.8,47.4992874,19.197894,183.29,5.69217,312.1518,-1.88,1
101354,3679324245,3,467043600,1949,11,0.8,47.4992943,19.1978828,183.65,5.647247,312.7037,-1.77,1
101418,3679544585,3,467043800,1949,11,0.8,47.4993015,19.1978725,183.9,5.308747,317.5956,-1.99,1
101480,3679725905,3,467044000,1949,11,0.8,47.4993085,19.1978624,184.33,5.62225,314.0632,-1.78,1
101544,3679946108,3,467044200,1949,11,0.8,47.4993157,19.1978516,184.74,5.798896,315.8384,-1.96,1
101606,3680126821,3,467044400,1949,11,0.8,47.499323,19.1978409,185.13,5.565042,314.636,-1.85,1
101668,3680327875,3,467044600,1949,11,0.8,47.4993301,19.1978303,185.49,5.699298,314.8578,-1.96,1
101732,3680529254,3,467044800,1949,11,0.8,47.4993372,19.1978196,185.88,5.664459,314.2132,-1.8,1
101794,3680730685,3,467045000,1949,11,0.8,47.4993442,19.1978088,186.25,5.546765,313.1006,-1.78,1
101858,3680931590,3,467045200,1949,11,0.8,47.4993511,19.197798,186.62,5.68542,314.4299,-1.9,1
101920,3681133702,3,467045400,1949,11,0.8,47.4993584,19.1977872,187.01,5.777413,315.6311,-1.88,1
101982,3681335346,3,467045600,1949,11,0.8,47.4993657,19.1977761,187.36,5.912495,313.9036,-1.8,1
