xLat,xLong,terrainHeight
39.90267,-113.0544,1525.733
39.90268,-113.0423,1405.471
39.90269,-113.0302,1389.191
39.90269,-113.0181,1386.964
39.90269,-113.006,1385.491
39.90269,-112.994,1386.369
39.90269,-112.9819,1388.554
39.91031,-113.5861,1298.246
39.91038,-113.574,1294.612
39.91044,-113.5619,1292.483
39.91051,-113.5498,1293.041
39.91057,-113.5377,1295.02
39.91063,-113.5256,1295.035
39.91068,-113.5135,1294.358
39.91074,-113.5015,1296.637
39.91081,-113.4894,1298.392
39.91087,-113.4773,1297.875
39.91091,-113.4652,1298.031
39.91097,-113.4531,1298.936
39.91103,-113.4411,1302.114
39.91107,-113.429,1305.782
39.91112,-113.4169,1308.495
39.91117,-113.4048,1308.867
39.91121,-113.3927,1305.417
39.91127,-113.3806,1304.846
39.9113,-113.3686,1305.343
39.91133,-113.3565,1301.98
39.91138,-113.3444,1299.406
39.91143,-113.3323,1298.133
39.91146,-113.3202,1296.166
39.9115,-113.3081,1294.793
39.91153,-113.2961,1295.139
39.91158,-113.284,1297.268
39.91159,-113.2719,1301.811
39.91163,-113.2598,1309.243
39.91166,-113.2477,1316.278
39.91169,-113.2356,1321.657
39.91171,-113.2235,1329.384
39.91173,-113.2115,1340.558
39.91176,-113.1994,1355.808
39.91179,-113.1873,1377.33
39.91181,-113.1752,1403.058
39.91182,-113.1631,1437.168
39.91185,-113.151,1477.519
39.91186,-113.1389,1514.343
39.91188,-113.1269,1579.527
39.91189,-113.1148,1689.91
39.9119,-113.1027,1781.971
39.91191,-113.0906,1807.214
39.91192,-113.0785,1802.427
39.91194,-113.0665,1716.235
39.91194,-113.0544,1524.185
39.91195,-113.0423,1402.467
39.91195,-113.0302,1384.521
39.91195,-113.0181,1381.233
39.91195,-113.006,1378.86
39.91195,-112.994,1377.391
39.91195,-112.9819,1378.215
39.91958,-113.5862,1294.666
39.91965,-113.5741,1292.5
39.91971,-113.562,1290.974
39.91977,-113.5499,1290.103
39.91983,-113.5378,1290.867
39.9199,-113.5257,1291.4
39.91996,-113.5136,1291.26
39.92002,-113.5016,1293.671
39.92007,-113.4895,1295.651
39.92013,-113.4774,1295.576
39.92019,-113.4653,1296.866
39.92024,-113.4532,1299.066
39.9203,-113.4411,1301.097
39.92035,-113.429,1302.725
39.92039,-113.4169,1303.514
39.92043,-113.4049,1303.199
39.92048,-113.3928,1302.359
39.92053,-113.3807,1303.028
39.92057,-113.3686,1302.517
39.92061,-113.3565,1299.486
39.92065,-113.3444,1298.106
39.92069,-113.3324,1297.439
39.92072,-113.3203,1294.974
39.92076,-113.3082,1292.783
39.9208,-113.2961,1293.057
39.92085,-113.284,1295.18
39.92087,-113.2719,1299.881
39.9209,-113.2598,1305.786
39.92093,-113.2477,1309.376
39.92095,-113.2357,1314.184
39.92098,-113.2236,1321.132
39.92101,-113.2115,1332.885
39.92104,-113.1994,1356.225
39.92105,-113.1873,1386.901
39.92108,-113.1752,1420.102
39.9211,-113.1631,1455.499
39.92111,-113.1511,1494.942
39.92113,-113.139,1541.151
39.92115,-113.1269,1629.998
39.92116,-113.1148,1768.333
39.92118,-113.1027,1865.514
39.92118,-113.0906,1874.299
39.9212,-113.0786,1818.688
39.9212,-113.0665,1677.056
39.92121,-113.0544,1492.41
39.92121,-113.0423,1395.014
39.92123,-113.0302,1380.909
39.92123,-113.0181,1378.994
39.92123,-113.006,1376.367
39.92123,-112.994,1373.424
39.92123,-112.9819,1373.172
39.92885,-113.5862,1291.538
39.92892,-113.5741,1290.817
39.92898,-113.5621,1289.509
39.92905,-113.55,1288.005
39.92911,-113.5379,1288.419
39.92916,-113.5258,1289.282
39.92923,-113.5137,1289.269
39.92928,-113.5016,1290.624
39.92934,-113.4895,1293.15
39.92941,-113.4774,1294.681
39.92945,-113.4654,1295.949
39.9295,-113.4533,1298.183
39.92957,-113.4412,1300.281
39.92962,-113.4291,1300.558
39.92965,-113.417,1299.519
39.9297,-113.4049,1299.523
39.92975,-113.3928,1300.153
39.92979,-113.3808,1300.563
39.92984,-113.3687,1299.663
39.92988,-113.3566,1297.083
39.92992,-113.3445,1295.736
39.92996,-113.3324,1294.879
39.93,-113.3203,1292.4
39.93003,-113.3082,1290.961
39.93007,-113.2961,1292.338
39.93011,-113.2841,1296.482
39.93013,-113.272,1301.403
39.93017,-113.2599,1303.189
39.93019,-113.2478,1304.686
39.93023,-113.2357,1310.397
39.93026,-113.2236,1317.07
39.93027,-113.2115,1331.551
39.93031,-113.1994,1363.188
39.93032,-113.1873,1401.909
39.93034,-113.1753,1442.607
39.93036,-113.1632,1486.938
39.93039,-113.1511,1536.701
39.9304,-113.139,1601.905
39.93041,-113.1269,1701.404
39.93042,-113.1148,1828.517
39.93044,-113.1027,1879.62
39.93045,-113.0906,1828.33
39.93046,-113.0786,1780.951
39.93047,-113.0665,1673.868
39.93048,-113.0544,1484.578
39.93048,-113.0423,1381.586
39.93048,-113.0302,1373.428
39.93048,-113.0181,1376.046
39.93049,-113.006,1374.504
39.93049,-112.994,1371.845
39.93048,-112.9819,1371.731
39.93811,-113.5863,1289.797
39.93819,-113.5742,1289.411
39.93825,-113.5621,1288.542
39.93831,-113.55,1287.684
39.93837,-113.538,1288.316
39.93843,-113.5259,1288.968
39.9385,-113.5138,1288.677
39.93855,-113.5017,1288.936
39.93862,-113.4896,1290.782
39.93867,-113.4775,1293.045
39.93872,-113.4654,1294.771
39.93878,-113.4533,1295.798
39.93884,-113.4413,1296.663
39.93888,-113.4292,1297.388
39.93893,-113.4171,1297.264
39.93898,-113.405,1297.349
39.93903,-113.3929,1297.462
39.93907,-113.3808,1297.251
39.93911,-113.3687,1297.621
39.93915,-113.3566,1296.676
39.93919,-113.3445,1294.909
39.93923,-113.3325,1293.687
39.93927,-113.3204,1292.468
39.9393,-113.3083,1292.589
39.93934,-113.2962,1294.151
39.93938,-113.2841,1297.136
39.9394,-113.272,1300.018
39.93943,-113.2599,1301.266
39.93947,-113.2478,1303.206
39.9395,-113.2357,1309.548
39.93953,-113.2236,1320.42
39.93954,-113.2115,1340.103
39.93958,-113.1995,1372.16
39.9396,-113.1874,1421.756
39.93961,-113.1753,1483.687
39.93963,-113.1632,1545.883
39.93966,-113.1511,1629
39.93966,-113.139,1724.384
39.93968,-113.1269,1798.168
39.9397,-113.1148,1832.066
39.93971,-113.1028,1776.848
39.93972,-113.0907,1688.519
39.93973,-113.0786,1692.765
39.93974,-113.0665,1650.021
39.93975,-113.0544,1476.081
39.93976,-113.0423,1370.404
39.93976,-113.0302,1365.717
39.93976,-113.0181,1371.043
39.93976,-113.006,1370.658
39.93976,-112.994,1368.289
39.93976,-112.9819,1369.341
39.94739,-113.5864,1289.136
39.94745,-113.5743,1288.3
39.94752,-113.5622,1288.113
39.94758,-113.5501,1288.167
39.94764,-113.5381,1288.057
39.94771,-113.526,1288.104
39.94777,-113.5139,1288.253
39.94783,-113.5018,1288.268
39.94788,-113.4897,1288.896
39.94794,-113.4776,1290.339
39.948,-113.4655,1291.802
39.94805,-113.4534,1292.213
39.9481,-113.4413,1292.053
39.94815,-113.4292,1293.256
39.9482,-113.4171,1296.103
39.94825,-113.405,1297.917
39.94829,-113.3929,1297.453
39.94833,-113.3809,1296.99
39.94838,-113.3688,1298.077
39.94842,-113.3567,1298.162
39.94846,-113.3446,1296.689
39.9485,-113.3325,1295.697
39.94854,-113.3204,1295.368
39.94857,-113.3083,1295.216
39.94861,-113.2962,1295.53
39.94864,-113.2841,1296.448
39.94868,-113.272,1297.282
39.94871,-113.2599,1299.222
39.94873,-113.2479,1303.005
39.94876,-113.2358,1311.037
39.94879,-113.2237,1327.009
39.94882,-113.2116,1355.407
39.94884,-113.1995,1389.01
39.94886,-113.1874,1459.464
39.94889,-113.1753,1558.191
39.9489,-113.1632,1634.032
39.94892,-113.1511,1738.88
39.94894,-113.139,1845.4
39.94896,-113.127,1865.136
39.94896,-113.1149,1794.013
39.94899,-113.1028,1664.524
39.949,-113.0907,1571.322
39.949,-113.0786,1577.905
39.94902,-113.0665,1557.675
39.94902,-113.0544,1441.046
39.94902,-113.0423,1367.075
39.94902,-113.0302,1363.92
39.94903,-113.0181,1367.429
39.94903,-113.006,1367.563
39.94903,-112.9939,1365.418
39.94903,-112.9819,1366.723
39.95665,-113.5865,1287.709
39.95672,-113.5744,1286.571
39.95678,-113.5623,1286.717
39.95684,-113.5502,1287.578
39.95691,-113.5381,1287.442
39.95697,-113.526,1286.747
39.95704,-113.5139,1287.532
39.95709,-113.5018,1288.423
39.95715,-113.4897,1288.313
39.95721,-113.4777,1288.643
39.95726,-113.4656,1289.183
39.95732,-113.4535,1290.079
39.95737,-113.4414,1291.441
39.95742,-113.4293,1292.632
39.95747,-113.4172,1295.639
39.95752,-113.4051,1298.952
39.95756,-113.393,1299.612
39.9576,-113.3809,1300.169
39.95765,-113.3688,1301.236
39.95769,-113.3567,1300.185
39.95773,-113.3446,1297.937
39.95778,-113.3326,1296.742
39.95781,-113.3205,1296.451
39.95785,-113.3084,1295.723
39.95788,-113.2963,1295.366
39.95791,-113.2842,1295.692
39.95794,-113.2721,1296.198
39.95798,-113.26,1297.886
39.95801,-113.2479,1302.57
39.95803,-113.2358,1313.254
39.95807,-113.2237,1333.876
39.95808,-113.2116,1383.522
39.95811,-113.1995,1446.01
39.95814,-113.1874,1535.801
39.95815,-113.1753,1653.204
39.95817,-113.1632,1729.412
39.95819,-113.1512,1791.56
39.95821,-113.1391,1841.737
39.95822,-113.127,1820.758
39.95824,-113.1149,1715.691
39.95825,-113.1028,1588.556
39.95826,-113.0907,1528.207
39.95827,-113.0786,1527.179
39.95828,-113.0665,1494.195
39.95829,-113.0544,1413.211
39.95829,-113.0423,1367.572
39.95829,-113.0302,1363.94
39.95829,-113.0181,1365.028
39.95831,-113.006,1365.726
39.95831,-112.9939,1364.71
39.95829,-112.9818,1366.058
39.96593,-113.5866,1285.618
39.96599,-113.5745,1284.442
39.96606,-113.5624,1285.302
39.96613,-113.5503,1286.59
39.96619,-113.5382,1287.244
39.96624,-113.5261,1286.812
39.96631,-113.514,1287.423
39.96637,-113.5019,1288.714
39.96642,-113.4898,1288.517
39.96648,-113.4777,1288.134
39.96653,-113.4656,1288.224
39.96658,-113.4536,1289.21
39.96664,-113.4415,1291.585
39.96669,-113.4294,1292.76
39.96673,-113.4173,1293.785
39.96679,-113.4052,1296.7
39.96683,-113.3931,1299.118
39.96688,-113.381,1300.616
39.96692,-113.3689,1300.82
39.96696,-113.3568,1298.977
39.967,-113.3447,1296.755
39.96704,-113.3326,1295.695
39.96708,-113.3205,1295.924
39.96712,-113.3084,1295.602
39.96715,-113.2963,1295.25
39.96719,-113.2842,1295.285
39.96721,-113.2721,1296.55
39.96724,-113.26,1299.681
39.96728,-113.2479,1302.694
39.9673,-113.2358,1309.419
39.96733,-113.2238,1349.689
39.96735,-113.2117,1454.741
39.96738,-113.1996,1565.152
39.9674,-113.1875,1648.601
39.96742,-113.1754,1728.695
39.96745,-113.1633,1766.223
39.96746,-113.1512,1761.894
39.96748,-113.1391,1747.665
39.9675,-113.127,1701.19
39.96751,-113.1149,1594.82
39.96753,-113.1028,1510.311
39.96753,-113.0907,1524.356
39.96754,-113.0786,1535.788
39.96754,-113.0665,1467.018
39.96756,-113.0544,1392.921
39.96756,-113.0423,1366.705
39.96757,-113.0302,1362.845
39.96758,-113.0181,1363.62
39.96758,-113.006,1365.078
39.96758,-112.9939,1364.536
39.96758,-112.9818,1366.596
39.97519,-113.5867,1286.614
39.97525,-113.5746,1285.109
39.97532,-113.5625,1284.627
39.9754,-113.5504,1285.306
39.97546,-113.5383,1285.895
39.97552,-113.5262,1286.051
39.97558,-113.5141,1286.369
39.97563,-113.502,1286.894
39.97569,-113.4899,1287.253
39.97575,-113.4778,1287.083
39.97581,-113.4657,1286.954
39.97585,-113.4536,1288.106
39.97591,-113.4415,1290.527
39.97596,-113.4294,1291.943
39.97601,-113.4173,1292.385
39.97605,-113.4052,1293.835
39.9761,-113.3931,1296.177
39.97614,-113.381,1297.875
39.97619,-113.3689,1297.299
39.97623,-113.3568,1295.764
39.97627,-113.3448,1295.159
39.97631,-113.3326,1295.255
39.97635,-113.3206,1295.841
39.97638,-113.3085,1295.832
39.97643,-113.2964,1295.588
39.97646,-113.2843,1295.318
39.97648,-113.2722,1296.278
39.97651,-113.2601,1298.881
39.97655,-113.248,1302.436
39.97658,-113.2359,1321.693
39.97659,-113.2238,1416.674
39.97662,-113.2117,1560.587
39.97665,-113.1996,1659.659
39.97667,-113.1875,1720.9
39.97669,-113.1754,1737.828
39.97672,-113.1633,1708.269
39.97673,-113.1512,1677.288
39.97675,-113.1391,1650.904
39.97677,-113.127,1593.771
39.97678,-113.1149,1498.936
39.97678,-113.1028,1448.2
39.9768,-113.0907,1477.424
39.9768,-113.0786,1479.334
39.97682,-113.0665,1415.048
39.97683,-113.0544,1371.089
39.97683,-113.0423,1363.928
39.97683,-113.0302,1363.229
39.97684,-113.0181,1363.709
39.97684,-113.006,1363.912
39.97684,-112.9939,1364.524
39.97684,-112.9818,1367.01
39.98446,-113.5868,1289.223
39.98453,-113.5747,1287.603
39.98459,-113.5626,1284.594
39.98465,-113.5505,1283.523
39.98473,-113.5384,1283.85
39.98478,-113.5263,1284.628
39.98484,-113.5142,1285.416
39.9849,-113.5021,1286.319
39.98497,-113.49,1287.81
39.98502,-113.4779,1288.213
39.98507,-113.4658,1287.348
39.98512,-113.4537,1288.739
39.98517,-113.4416,1292.075
39.98523,-113.4295,1293.336
39.98528,-113.4174,1293.228
39.98533,-113.4053,1293.468
39.98537,-113.3932,1294.263
39.98542,-113.3811,1295.352
39.98546,-113.369,1295.267
39.9855,-113.3569,1294.577
39.98554,-113.3448,1294.688
39.98558,-113.3327,1295.287
39.98561,-113.3206,1295.723
39.98565,-113.3085,1295.683
39.98569,-113.2964,1295.557
39.98573,-113.2843,1295.981
39.98575,-113.2722,1296.262
39.98578,-113.2601,1293.199
39.98582,-113.248,1307.283
39.98584,-113.2359,1365.722
39.98587,-113.2238,1489.567
39.9859,-113.2117,1610.796
39.98592,-113.1996,1659.095
39.98594,-113.1875,1668.713
39.98596,-113.1754,1648.288
39.98598,-113.1633,1629.473
39.986,-113.1512,1627.135
39.98602,-113.1391,1592.687
39.98603,-113.127,1508.913
39.98605,-113.1149,1429.037
39.98606,-113.1028,1398.306
39.98608,-113.0907,1396.53
39.98608,-113.0786,1387.135
39.98609,-113.0665,1365.545
39.98609,-113.0544,1356.648
39.9861,-113.0423,1359.233
39.98611,-113.0302,1362.168
39.98611,-113.0181,1360.895
39.98611,-113.006,1360.167
39.98611,-112.9939,1363.793
39.98611,-112.9818,1365.563
39.99373,-113.5869,1288.992
39.9938,-113.5748,1288.073
39.99387,-113.5627,1285.744
39.99393,-113.5506,1283.778
39.994,-113.5385,1283.619
39.99406,-113.5264,1284.991
39.99411,-113.5143,1286.885
39.99417,-113.5022,1288.946
39.99423,-113.4901,1290.504
39.99429,-113.478,1290.117
39.99434,-113.4659,1288.408
39.99439,-113.4538,1289.235
39.99445,-113.4417,1292.41
39.9945,-113.4296,1293.718
39.99455,-113.4174,1293.991
39.99459,-113.4053,1294.006
39.99465,-113.3932,1292.987
39.99468,-113.3811,1292.489
39.99473,-113.369,1292.569
39.99478,-113.3569,1292.617
39.99481,-113.3448,1293.36
39.99485,-113.3327,1294.918
39.99489,-113.3206,1296.189
39.99492,-113.3085,1296.469
39.99496,-113.2964,1296.655
39.995,-113.2843,1299.764
39.99503,-113.2722,1301.34
39.99505,-113.2601,1294.523
39.99509,-113.248,1313.427
39.99511,-113.2359,1374.264
39.99514,-113.2238,1452.514
39.99516,-113.2117,1548.035
39.99518,-113.1996,1610.487
39.99522,-113.1875,1580.427
39.99524,-113.1754,1534.383
39.99525,-113.1633,1562.451
39.99528,-113.1512,1602.874
39.99528,-113.1391,1549.704
39.9953,-113.127,1436.33
39.99532,-113.1149,1373.626
39.99533,-113.1028,1362.412
39.99534,-113.0907,1354.906
39.99535,-113.0786,1351.014
39.99535,-113.0665,1350.404
39.99537,-113.0544,1350.843
39.99537,-113.0423,1355.115
39.99538,-113.0302,1357.823
39.99538,-113.0181,1355.921
39.99538,-113.006,1357.47
39.99538,-112.9939,1361.983
39.99538,-112.9818,1364.024
40.00301,-113.5869,1287.454
40.00307,-113.5748,1287.573
40.00314,-113.5627,1287.251
40.0032,-113.5506,1285.806
40.00327,-113.5385,1284.653
40.00332,-113.5264,1285.539
40.00338,-113.5143,1287.574
40.00344,-113.5022,1289.189
40.0035,-113.4901,1289.718
40.00356,-113.478,1289.12
40.00361,-113.4659,1288.68
40.00366,-113.4538,1289.286
40.00372,-113.4417,1290.605
40.00377,-113.4296,1291.802
40.00381,-113.4175,1292.733
40.00386,-113.4054,1293.065
40.00391,-113.3933,1293.154
40.00395,-113.3812,1294.222
40.004,-113.3691,1295.066
40.00404,-113.357,1294.51
40.00408,-113.3449,1294.562
40.00412,-113.3328,1296.754
40.00415,-113.3207,1299.422
40.00418,-113.3086,1300.981
40.00423,-113.2965,1301.687
40.00426,-113.2844,1305.236
40.00428,-113.2723,1307.156
40.00433,-113.2602,1303.095
40.00435,-113.2481,1310.69
40.00438,-113.236,1332.995
40.00441,-113.2239,1368.328
40.00443,-113.2118,1464.187
40.00446,-113.1997,1566.195
40.00447,-113.1876,1554.052
40.0045,-113.1755,1489.336
40.00452,-113.1634,1482.263
40.00454,-113.1513,1491.955
40.00456,-113.1392,1437.886
40.00457,-113.1271,1368.957
40.00459,-113.115,1347.385
40.0046,-113.1029,1346.81
40.0046,-113.0908,1346.917
40.00462,-113.0787,1348.261
40.00463,-113.0666,1349.573
40.00464,-113.0544,1350.764
40.00464,-113.0424,1353.035
40.00465,-113.0302,1354.693
40.00465,-113.0181,1355.045
40.00465,-113.006,1357.246
40.00465,-112.9939,1361.477
40.00465,-112.9818,1364.248
40.01227,-113.587,1286.982
40.01234,-113.5749,1287.264
40.01241,-113.5628,1287.111
40.01247,-113.5507,1286.706
40.01253,-113.5386,1286.458
40.0126,-113.5265,1287.327
40.01266,-113.5144,1288.593
40.01271,-113.5023,1289.316
40.01277,-113.4902,1289.827
40.01283,-113.4781,1290.431
40.01287,-113.466,1290.979
40.01294,-113.4539,1290.332
