xLat,xLong,terrainHeight
40.01299,-113.4418,1289.908
40.01304,-113.4297,1291.431
40.01308,-113.4176,1292.492
40.01314,-113.4055,1293.059
40.01318,-113.3934,1296.477
40.01322,-113.3813,1301.95
40.01328,-113.3692,1303.925
40.01331,-113.3571,1300.821
40.01334,-113.345,1298.35
40.01339,-113.3329,1299.852
40.01343,-113.3207,1302.934
40.01346,-113.3087,1305.523
40.0135,-113.2965,1306.4
40.01353,-113.2844,1306.73
40.01356,-113.2723,1306.489
40.0136,-113.2602,1305.785
40.01363,-113.2481,1307.079
40.01365,-113.236,1310.504
40.01368,-113.2239,1338.847
40.0137,-113.2118,1437.881
40.01373,-113.1997,1531.591
40.01375,-113.1876,1506.886
40.01377,-113.1755,1437.67
40.01379,-113.1634,1401.174
40.01382,-113.1513,1370.199
40.01383,-113.1392,1341.404
40.01384,-113.1271,1334.619
40.01385,-113.115,1338.552
40.01387,-113.1029,1338.798
40.01388,-113.0908,1339.855
40.0139,-113.0787,1341.098
40.0139,-113.0666,1343.432
40.0139,-113.0545,1346.757
40.01391,-113.0424,1348.692
40.01391,-113.0302,1350.569
40.01391,-113.0182,1352.802
40.01392,-113.006,1355.848
40.01392,-112.9939,1358.92
40.01391,-112.9818,1356.577
40.02154,-113.5871,1287.18
40.02161,-113.575,1288.079
40.02168,-113.5629,1287.954
40.02174,-113.5508,1288.241
40.0218,-113.5387,1289.549
40.02187,-113.5266,1290.794
40.02192,-113.5145,1290.831
40.02198,-113.5024,1290.449
40.02205,-113.4903,1290.846
40.02209,-113.4782,1292.178
40.02214,-113.4661,1292.808
40.02221,-113.4539,1290.585
40.02227,-113.4418,1289.269
40.02231,-113.4297,1291.664
40.02236,-113.4176,1293.271
40.0224,-113.4055,1293.26
40.02246,-113.3934,1295.438
40.0225,-113.3813,1300.649
40.02254,-113.3692,1303.355
40.02258,-113.3571,1300.541
40.02262,-113.345,1299.116
40.02267,-113.3329,1300.953
40.0227,-113.3208,1303.188
40.02274,-113.3087,1305.588
40.02277,-113.2966,1306.905
40.0228,-113.2845,1305.886
40.02283,-113.2724,1304.065
40.02287,-113.2603,1304.68
40.0229,-113.2482,1307.735
40.02293,-113.2361,1310.801
40.02295,-113.224,1338.273
40.02297,-113.2119,1415.652
40.023,-113.1997,1460.646
40.02303,-113.1876,1409.389
40.02304,-113.1755,1353.469
40.02306,-113.1634,1339.673
40.02309,-113.1513,1330.843
40.02309,-113.1392,1326.769
40.02311,-113.1271,1330.613
40.02313,-113.115,1332.35
40.02314,-113.1029,1331.669
40.02315,-113.0908,1331.83
40.02316,-113.0787,1333.373
40.02317,-113.0666,1334.956
40.02317,-113.0545,1337.044
40.02319,-113.0424,1340.656
40.02319,-113.0303,1342.991
40.02319,-113.0182,1345.443
40.02319,-113.006,1350.44
40.02319,-112.9939,1349.361
40.02319,-112.9818,1342.454
40.03082,-113.5872,1289.706
40.03088,-113.5751,1291.168
40.03094,-113.563,1291.741
40.03101,-113.5509,1291.498
40.03107,-113.5388,1291.687
40.03113,-113.5267,1292.094
40.0312,-113.5146,1291.394
40.03125,-113.5025,1290.44
40.03131,-113.4904,1290.321
40.03137,-113.4782,1291.32
40.03143,-113.4661,1292.202
40.03148,-113.454,1290.289
40.03153,-113.4419,1288.577
40.03159,-113.4298,1290.542
40.03163,-113.4177,1292.636
40.03168,-113.4056,1292.309
40.03172,-113.3935,1290.949
40.03176,-113.3814,1292.519
40.03181,-113.3693,1296.531
40.03185,-113.3572,1298.263
40.03189,-113.3451,1300.091
40.03194,-113.3329,1302.082
40.03197,-113.3208,1302.871
40.03201,-113.3087,1304.192
40.03204,-113.2966,1305.671
40.03207,-113.2845,1306.057
40.0321,-113.2724,1304.952
40.03214,-113.2603,1305.565
40.03217,-113.2482,1308.627
40.03219,-113.2361,1311.422
40.03222,-113.224,1334.33
40.03224,-113.2119,1372.638
40.03227,-113.1998,1371.051
40.0323,-113.1877,1336.33
40.03232,-113.1756,1318.093
40.03233,-113.1635,1320.303
40.03235,-113.1513,1325.564
40.03236,-113.1392,1326.789
40.03238,-113.1271,1326.575
40.0324,-113.115,1326.767
40.03241,-113.1029,1326.69
40.03241,-113.0908,1326.552
40.03243,-113.0787,1327.144
40.03244,-113.0666,1327.357
40.03244,-113.0545,1328.413
40.03245,-113.0424,1332.017
40.03245,-113.0303,1334.826
40.03245,-113.0182,1338.565
40.03247,-113.006,1341.452
40.03247,-112.9939,1336.902
40.03245,-112.9818,1336.642
40.04007,-113.5873,1291.842
40.04015,-113.5752,1292.773
40.04021,-113.5631,1293.677
40.04028,-113.551,1292.369
40.04034,-113.5388,1290.972
40.0404,-113.5267,1291.297
40.04047,-113.5146,1291.144
40.04052,-113.5025,1290.337
40.04058,-113.4904,1290.046
40.04063,-113.4783,1290.515
40.0407,-113.4662,1291.14
40.04075,-113.4541,1290.011
40.0408,-113.442,1288.882
40.04085,-113.4299,1290.886
40.04089,-113.4178,1293.497
40.04094,-113.4057,1293.645
40.04099,-113.3936,1292.108
40.04103,-113.3814,1292.175
40.04108,-113.3693,1295.411
40.04112,-113.3572,1299.441
40.04116,-113.3451,1302.441
40.0412,-113.333,1303.402
40.04124,-113.3209,1303.473
40.04128,-113.3088,1303.938
40.04131,-113.2967,1305.123
40.04135,-113.2846,1306.385
40.04138,-113.2725,1306.939
40.0414,-113.2603,1310.361
40.04144,-113.2482,1314.061
40.04147,-113.2361,1314.582
40.04148,-113.224,1324.868
40.04151,-113.2119,1335.056
40.04154,-113.1998,1324.569
40.04156,-113.1877,1314.891
40.04158,-113.1756,1318.482
40.0416,-113.1635,1322.034
40.04163,-113.1514,1322.539
40.04164,-113.1393,1322.419
40.04165,-113.1271,1321.96
40.04166,-113.115,1321.679
40.04169,-113.1029,1322.125
40.04169,-113.0908,1322.462
40.0417,-113.0787,1322.34
40.04171,-113.0666,1322.195
40.04173,-113.0545,1323.508
40.04173,-113.0424,1325.524
40.04173,-113.0303,1328.7
40.04173,-113.0182,1335.052
40.04174,-113.006,1334.966
40.04174,-112.9939,1332.066
40.04173,-112.9818,1340.839
40.04936,-113.5874,1291.111
40.04942,-113.5753,1290.953
40.04948,-113.5632,1290.552
40.04955,-113.5511,1289.671
40.04961,-113.5389,1289.546
40.04967,-113.5268,1290.777
40.04974,-113.5147,1290.975
40.04979,-113.5026,1290.154
40.04985,-113.4905,1290.027
40.0499,-113.4784,1290.716
40.04996,-113.4663,1291.675
40.05002,-113.4542,1291.161
40.05007,-113.442,1290.856
40.05012,-113.4299,1292.747
40.05017,-113.4178,1294.342
40.05021,-113.4057,1294.299
40.05026,-113.3936,1294.618
40.05031,-113.3815,1295.776
40.05034,-113.3694,1297.306
40.05039,-113.3573,1300.653
40.05044,-113.3452,1303.143
40.05047,-113.3331,1301.883
40.05051,-113.3209,1301.716
40.05054,-113.3088,1304.714
40.05058,-113.2967,1307.103
40.05061,-113.2846,1308.335
40.05064,-113.2725,1317.654
40.05067,-113.2604,1330.373
40.05071,-113.2483,1325.849
40.05074,-113.2362,1315.474
40.05077,-113.2241,1315.509
40.05079,-113.2119,1315.838
40.05082,-113.1998,1314.456
40.05083,-113.1877,1315.123
40.05085,-113.1756,1315.699
40.05087,-113.1635,1317.221
40.0509,-113.1514,1319.061
40.0509,-113.1393,1319.216
40.05092,-113.1272,1317.86
40.05095,-113.1151,1316.727
40.05095,-113.1029,1317.519
40.05096,-113.0908,1319.052
40.05096,-113.0787,1320.475
40.05098,-113.0666,1321.745
40.05099,-113.0545,1322.776
40.05099,-113.0424,1323.463
40.05099,-113.0303,1328.519
40.05099,-113.0182,1335.554
40.05101,-113.006,1333.942
40.05101,-112.9939,1334.152
40.05099,-112.9818,1344.003
40.05862,-113.5875,1292.171
40.05869,-113.5754,1290.546
40.05875,-113.5632,1288.569
40.05882,-113.5511,1289.172
40.05889,-113.539,1290.878
40.05895,-113.5269,1292.123
40.05901,-113.5148,1292.074
40.05907,-113.5027,1291.082
40.05912,-113.4906,1290.279
40.05919,-113.4785,1290.277
40.05923,-113.4663,1291.033
40.05928,-113.4542,1290.609
40.05934,-113.4421,1290.132
40.05939,-113.43,1291.11
40.05944,-113.4179,1291.73
40.05949,-113.4058,1292.223
40.05954,-113.3937,1294.95
40.05958,-113.3816,1298.03
40.05962,-113.3694,1299.368
40.05967,-113.3573,1299.987
40.0597,-113.3452,1299.144
40.05974,-113.3331,1297.755
40.05978,-113.321,1301.066
40.05982,-113.3089,1307.828
40.05985,-113.2968,1309.936
40.05989,-113.2847,1313.125
40.05992,-113.2725,1332.376
40.05995,-113.2604,1345.189
40.05998,-113.2483,1327.831
40.06001,-113.2362,1311.184
40.06003,-113.2241,1310.072
40.06006,-113.212,1311.043
40.06009,-113.1999,1312.716
40.06011,-113.1877,1313.542
40.06012,-113.1756,1312.767
40.06015,-113.1635,1313.197
40.06016,-113.1514,1315.358
40.06019,-113.1393,1317.021
40.0602,-113.1272,1316.253
40.06021,-113.1151,1315.067
40.06022,-113.103,1316.123
40.06024,-113.0909,1318.059
40.06024,-113.0787,1320.204
40.06025,-113.0666,1322.176
40.06026,-113.0545,1322.87
40.06026,-113.0424,1325.202
40.06027,-113.0303,1332.312
40.06027,-113.0182,1336.989
40.06027,-113.006,1334.621
40.06027,-112.9939,1334.563
40.06027,-112.9818,1340.988
40.0679,-113.5876,1295.354
40.06796,-113.5754,1293.219
40.06802,-113.5633,1291.807
40.06809,-113.5512,1292.105
40.06816,-113.5391,1292.331
40.06822,-113.527,1291.626
40.06828,-113.5149,1291.216
40.06834,-113.5028,1291.096
40.06839,-113.4906,1289.504
40.06845,-113.4785,1288.141
40.0685,-113.4664,1288.243
40.06856,-113.4543,1287.67
40.0686,-113.4422,1287.253
40.06866,-113.4301,1288.22
40.06871,-113.418,1289.432
40.06876,-113.4059,1291.579
40.0688,-113.3937,1295.125
40.06885,-113.3816,1299.506
40.06889,-113.3695,1302.682
40.06894,-113.3574,1299.819
40.06898,-113.3453,1295.776
40.06901,-113.3332,1298.989
40.06905,-113.321,1306.511
40.06909,-113.3089,1311.805
40.06912,-113.2968,1311.688
40.06915,-113.2847,1317.664
40.06919,-113.2726,1352.798
40.06922,-113.2605,1374.392
40.06925,-113.2484,1340.946
40.06928,-113.2362,1311.09
40.0693,-113.2241,1308.5
40.06933,-113.212,1308.683
40.06936,-113.1999,1309.749
40.06938,-113.1878,1311.403
40.0694,-113.1757,1312.365
40.06942,-113.1635,1312.395
40.06944,-113.1514,1313.486
40.06945,-113.1393,1315.035
40.06947,-113.1272,1315.69
40.06948,-113.1151,1316.462
40.06949,-113.103,1317.62
40.0695,-113.0909,1318.667
40.06952,-113.0787,1319.923
40.06952,-113.0666,1320.499
40.06953,-113.0545,1321.272
40.06953,-113.0424,1325.801
40.06953,-113.0303,1330.576
40.06955,-113.0182,1331.883
40.06955,-113.006,1332.28
40.06955,-112.9939,1332.022
40.06955,-112.9818,1334.163
40.07717,-113.5876,1295.134
40.07724,-113.5755,1292.927
40.0773,-113.5634,1291.907
40.07737,-113.5513,1291.867
40.07743,-113.5392,1291.072
40.07749,-113.5271,1288.715
40.07755,-113.515,1287.962
40.07761,-113.5028,1289.346
40.07766,-113.4907,1288.474
40.07773,-113.4786,1287.284
40.07777,-113.4665,1288.407
40.07783,-113.4544,1288.95
40.07789,-113.4423,1289.237
40.07793,-113.4301,1289.835
40.07798,-113.418,1290.343
40.07803,-113.4059,1293.542
40.07808,-113.3938,1297.514
40.07812,-113.3817,1301.235
40.07817,-113.3696,1305.085
40.07821,-113.3574,1303.536
40.07825,-113.3453,1301.566
40.07829,-113.3332,1306.064
40.07832,-113.3211,1310.805
40.07835,-113.309,1312.827
40.0784,-113.2968,1313.98
40.07843,-113.2847,1321.353
40.07846,-113.2726,1400.379
40.07849,-113.2605,1467.239
40.07853,-113.2484,1390.849
40.07855,-113.2363,1316.261
40.07858,-113.2242,1309.855
40.0786,-113.212,1306.049
40.07862,-113.1999,1306.833
40.07866,-113.1878,1309.615
40.07866,-113.1757,1311.283
40.07869,-113.1636,1312.091
40.07871,-113.1515,1313.46
40.07872,-113.1393,1314.71
40.07874,-113.1272,1315.584
40.07875,-113.1151,1316.677
40.07877,-113.103,1317.532
40.07878,-113.0909,1317.923
40.07878,-113.0788,1318.021
40.07879,-113.0666,1317.756
40.0788,-113.0545,1320.345
40.0788,-113.0424,1324.728
40.07881,-113.0303,1323.735
40.07881,-113.0182,1323.309
40.07881,-113.006,1327.003
40.07881,-112.9939,1326.991
40.07881,-112.9818,1327.027
40.08644,-113.5877,1293.318
40.08651,-113.5756,1290.661
40.08657,-113.5635,1288.118
40.08664,-113.5514,1288.306
40.0867,-113.5393,1288.965
40.08676,-113.5271,1287.73
40.08683,-113.515,1287.418
40.08689,-113.5029,1288.96
40.08694,-113.4908,1289.229
40.08699,-113.4787,1289.218
40.08704,-113.4666,1291.717
40.0871,-113.4544,1294.377
40.08715,-113.4423,1295.297
40.0872,-113.4302,1295.279
40.08725,-113.4181,1295.588
40.0873,-113.406,1299.055
40.08735,-113.3938,1302.737
40.08739,-113.3817,1303.01
40.08744,-113.3696,1304.079
40.08747,-113.3575,1306.348
40.08752,-113.3454,1307.649
40.08756,-113.3333,1308.911
40.08759,-113.3211,1310.412
40.08763,-113.309,1311.905
40.08766,-113.2969,1319.592
40.08771,-113.2848,1371.905
40.08774,-113.2727,1497.624
40.08776,-113.2605,1535.595
40.08779,-113.2484,1409.009
40.08782,-113.2363,1320.675
40.08785,-113.2242,1311.08
40.08787,-113.2121,1304.983
40.0879,-113.2,1306.407
40.08792,-113.1878,1309.408
40.08794,-113.1757,1310.326
40.08796,-113.1636,1311.009
40.08798,-113.1515,1313.161
40.088,-113.1394,1315.215
40.08801,-113.1272,1315.471
40.08802,-113.1151,1315.419
40.08803,-113.103,1316.218
40.08805,-113.0909,1316.427
40.08806,-113.0788,1317.076
40.08807,-113.0667,1318.661
40.08807,-113.0545,1321.558
40.08809,-113.0424,1322.824
40.08809,-113.0303,1319.77
40.08809,-113.0182,1320.242
40.08809,-113.006,1322.704
40.08809,-112.9939,1321.829
40.08809,-112.9818,1323.664
40.0957,-113.5878,1292.94
40.09577,-113.5757,1291.696
40.09585,-113.5636,1289.648
40.09591,-113.5515,1288.755
40.09597,-113.5393,1288.742
40.09604,-113.5272,1288.519
40.09608,-113.5151,1289.264
40.09615,-113.503,1290.945
40.09621,-113.4909,1291.6
40.09627,-113.4787,1291.884
40.09632,-113.4666,1295.301
40.09637,-113.4545,1299.633
40.09643,-113.4424,1301.141
40.09648,-113.4303,1301.451
40.09653,-113.4182,1302.241
40.09657,-113.406,1304.017
40.09662,-113.3939,1303.948
40.09666,-113.3818,1302.098
40.09671,-113.3697,1302.738
40.09674,-113.3575,1304.584
40.09679,-113.3454,1306.201
40.09683,-113.3333,1307.566
40.09687,-113.3212,1310.687
40.0969,-113.3091,1313.852
40.09694,-113.2969,1340.343
40.09697,-113.2848,1480.284
40.097,-113.2727,1626.787
40.09703,-113.2606,1553.174
40.09706,-113.2485,1388.657
40.0971,-113.2363,1322.162
40.09712,-113.2242,1309.781
40.09714,-113.2121,1305.497
40.09716,-113.2,1307.209
40.09719,-113.1879,1309.361
40.09721,-113.1757,1309.681
40.09723,-113.1636,1309.98
40.09726,-113.1515,1311.577
40.09726,-113.1394,1314.226
40.09728,-113.1273,1315.18
40.09729,-113.1151,1314.876
40.09731,-113.103,1315.625
40.09731,-113.0909,1316.461
40.09733,-113.0788,1317.843
40.09734,-113.0667,1319.325
40.09735,-113.0545,1318.853
40.09735,-113.0424,1317.648
40.09735,-113.0303,1318.692
40.09735,-113.0182,1321.104
40.09735,-113.006,1321.063
40.09735,-112.9939,1320.475
40.09735,-112.9818,1322.443
40.10498,-113.5879,1292.068
40.10505,-113.5758,1293.112
40.10511,-113.5637,1294.405
40.10518,-113.5515,1293.478
40.10524,-113.5394,1291.256
40.10531,-113.5273,1290.567
40.10536,-113.5152,1291.521
40.10542,-113.5031,1292.283
40.10549,-113.4909,1291.513
40.10553,-113.4788,1291.237
40.10559,-113.4667,1295.083
40.10564,-113.4546,1299.664
40.10571,-113.4424,1301.271
40.10575,-113.4303,1301.662
40.1058,-113.4182,1302.01
40.10584,-113.4061,1302.621
40.1059,-113.394,1301.854
40.10593,-113.3818,1301.771
40.10598,-113.3697,1303.241
40.10602,-113.3576,1302.052
40.10606,-113.3455,1303.181
40.1061,-113.3334,1306.79
40.10614,-113.3212,1311.161
40.10618,-113.3091,1324.046
40.10621,-113.297,1377.831
40.10625,-113.2849,1561.816
40.10628,-113.2727,1742.29
40.10631,-113.2606,1651.516
40.10634,-113.2485,1430.85
40.10636,-113.2364,1325.392
40.10638,-113.2243,1307.997
40.10641,-113.2121,1306.642
40.10644,-113.2,1307.303
40.10646,-113.1879,1308.211
40.10648,-113.1758,1308.382
40.10651,-113.1636,1309.059
40.10653,-113.1515,1310.285
40.10654,-113.1394,1312.623
40.10655,-113.1273,1314.336
40.10657,-113.1151,1314.449
40.10658,-113.103,1314.908
40.10659,-113.0909,1316.008
40.1066,-113.0788,1316.393
40.10661,-113.0667,1315.444
40.10661,-113.0545,1313.703
40.10662,-113.0424,1314.241
40.10662,-113.0303,1318.56
40.10663,-113.0182,1321.456
40.10663,-113.006,1320.948
40.10663,-112.9939,1320.798
40.10663,-112.9818,1321.414
40.11425,-113.588,1291.204
40.11432,-113.5759,1291.856
40.11439,-113.5638,1293.793
40.11445,-113.5516,1293.67
40.11452,-113.5395,1291.348
40.11458,-113.5274,1290.403
40.11464,-113.5153,1291.029
40.11469,-113.5031,1290.645
40.11475,-113.491,1288.991
40.1148,-113.4789,1288.758
40.11486,-113.4668,1291.208
40.11491,-113.4547,1294.301
40.11497,-113.4425,1295.876
40.11502,-113.4304,1296.881
40.11506,-113.4183,1298.412
40.11512,-113.4062,1299.579
40.11516,-113.394,1301.063
40.11521,-113.3819,1303.325
40.11525,-113.3698,1304.147
40.11529,-113.3577,1302.208
40.11534,-113.3455,1303.523
40.11538,-113.3334,1306.176
40.11541,-113.3213,1311.763
40.11545,-113.3092,1351.651
40.11548,-113.297,1425.991
40.11551,-113.2849,1605.328
40.11555,-113.2728,1851.245
40.11558,-113.2607,1822.498
40.11561,-113.2485,1531.017
40.11563,-113.2364,1340.267
40.11567,-113.2243,1306.461
40.11568,-113.2122,1307.335
40.11571,-113.2,1306.742
40.11573,-113.1879,1305.997
40.11576,-113.1758,1306.634
40.11577,-113.1637,1308.548
40.1158,-113.1516,1310.062
40.11581,-113.1394,1311.509
40.11583,-113.1273,1312.841
40.11584,-113.1152,1313.75
40.11586,-113.1031,1314.602
40.11586,-113.0909,1315.195
40.11586,-113.0788,1314.851
40.11588,-113.0667,1314.106
40.11589,-113.0546,1314.009
40.11589,-113.0424,1315.312
40.11589,-113.0303,1318.098
40.11589,-113.0182,1319.983
40.11591,-113.006,1319.914
40.11591,-112.9939,1322.314
40.11589,-112.9818,1332.228
40.12352,-113.5881,1288.917
40.12359,-113.576,1288.925
40.12365,-113.5638,1289.993
40.12372,-113.5517,1290.291
40.12378,-113.5396,1289.762
40.12384,-113.5275,1289.839
40.12391,-113.5154,1291.064
40.12396,-113.5032,1291.094
40.12402,-113.4911,1289.797
40.12407,-113.479,1289.948
40.12413,-113.4668,1290.372
40.12419,-113.4547,1291.088
40.12424,-113.4426,1293.123
40.12429,-113.4305,1295.745
40.12434,-113.4183,1298.355
40.12439,-113.4062,1299.38
40.12443,-113.3941,1300.425
40.12448,-113.382,1302.22
40.12452,-113.3698,1303.258
40.12457,-113.3577,1303.396
40.12461,-113.3456,1304.605
40.12464,-113.3335,1305.277
40.12468,-113.3213,1321.096
40.12472,-113.3092,1403.788
40.12476,-113.2971,1509.121
40.12479,-113.2849,1676.011
40.12482,-113.2728,1922.359
40.12486,-113.2607,1899.287
40.12488,-113.2486,1581.166
40.12491,-113.2365,1354.337
40.12494,-113.2243,1304.225
40.12495,-113.2122,1304.668
40.12499,-113.2001,1304.089
40.12501,-113.1879,1303.624
40.12503,-113.1758,1305.554
40.12505,-113.1637,1308.751
40.12507,-113.1516,1310.802
40.12508,-113.1394,1311.614
40.1251,-113.1273,1312.435
40.12511,-113.1152,1313.688
40.12513,-113.1031,1314.488
40.12514,-113.0909,1314.797
40.12514,-113.0788,1315.06
40.12516,-113.0667,1315.615
40.12516,-113.0546,1316.253
40.12517,-113.0424,1316.45
40.12517,-113.0303,1317.791
40.12517,-113.0182,1320.141
40.12518,-113.0061,1321.1
40.12518,-112.9939,1327.428
40.12517,-112.9818,1350.235
40.13279,-113.5882,1288.269
40.13287,-113.576,1289.528
40.13293,-113.5639,1291.596
40.133,-113.5518,1291.999
40.13306,-113.5397,1292.157
40.13312,-113.5276,1292.926
40.13317,-113.5154,1294.106
40.13323,-113.5033,1293.915
40.1333,-113.4912,1292.35
40.13335,-113.479,1292.041
40.13341,-113.4669,1291.999
40.13345,-113.4548,1292.199
40.13351,-113.4427,1294.108
40.13356,-113.4305,1296.772
40.13361,-113.4184,1298.94
40.13366,-113.4063,1299.686
40.13371,-113.3941,1299.349
40.13375,-113.382,1299.145
40.13379,-113.3699,1300.37
40.13383,-113.3578,1302.297
40.13388,-113.3456,1303.112
40.13391,-113.3335,1309.469
40.13396,-113.3214,1346.869
40.13399,-113.3092,1474.971
40.13403,-113.2971,1644.35
40.13406,-113.285,1785.495
40.13409,-113.2729,1879.043
40.13412,-113.2607,1777.938
40.13415,-113.2486,1524.124
40.13418,-113.2365,1349.752
40.1342,-113.2244,1302.848
40.13423,-113.2122,1302.752
40.13426,-113.2001,1303.571
40.13428,-113.188,1304.847
40.1343,-113.1758,1306.662
40.13432,-113.1637,1308.813
40.13433,-113.1516,1310.678
40.13436,-113.1395,1311.81
40.13437,-113.1273,1312.932
40.13439,-113.1152,1314.152
40.1344,-113.1031,1314.522
40.13441,-113.0909,1314.869
40.13442,-113.0788,1316.079
40.13443,-113.0667,1316.989
40.13443,-113.0546,1317.634
40.13443,-113.0424,1318.212
40.13444,-113.0303,1319.851
40.13444,-113.0182,1322.721
40.13445,-113.0061,1323.258
40.13445,-112.9939,1329.06
40.13444,-112.9818,1351.719
40.14207,-113.5883,1292.438
40.14214,-113.5761,1293.342
40.1422,-113.564,1295.286
40.14227,-113.5519,1294.96
40.14233,-113.5398,1294.012
40.14239,-113.5276,1293.473
40.14244,-113.5155,1293.076
40.14251,-113.5034,1292.433
40.14257,-113.4912,1291.584
40.14262,-113.4791,1291.39
40.14268,-113.467,1292.375
40.14273,-113.4548,1293.816
40.14279,-113.4427,1294.622
40.14283,-113.4306,1295.555
40.14289,-113.4185,1297.1
40.14293,-113.4063,1298.24
40.14297,-113.3942,1297.919
40.14302,-113.3821,1297.085
40.14306,-113.3699,1297.816
40.14311,-113.3578,1299.6
40.14315,-113.3457,1298.684
40.14319,-113.3336,1328.136
40.14323,-113.3214,1411.662
40.14326,-113.3093,1544.039
40.1433,-113.2972,1719.006
40.14333,-113.285,1822.814
40.14336,-113.2729,1740.52
40.14339,-113.2608,1558.15
40.14342,-113.2487,1412.603
40.14346,-113.2365,1329.794
40.14348,-113.2244,1302.6
40.14351,-113.2123,1304.42
40.14353,-113.2001,1306.063
40.14355,-113.188,1308.005
40.14357,-113.1759,1309.038
40.14359,-113.1637,1309.685
40.14361,-113.1516,1310.906
40.14362,-113.1395,1312.395
40.14365,-113.1273,1314.091
40.14365,-113.1152,1315.558
40.14368,-113.1031,1316.009
40.14368,-113.091,1316.598
40.14369,-113.0788,1317.732
40.14369,-113.0667,1318.423
40.14371,-113.0546,1319.423
40.14371,-113.0424,1320.45
40.14371,-113.0303,1321.34
40.14371,-113.0182,1322.183
40.14372,-113.0061,1321.304
40.14372,-112.9939,1324.962
40.14371,-112.9818,1338.792
40.15134,-113.5884,1293.736
40.15141,-113.5762,1291.968
40.15147,-113.5641,1292.307
40.15153,-113.552,1291.844
40.1516,-113.5398,1291.399
40.15166,-113.5277,1290.937
40.15172,-113.5156,1289.789
40.15178,-113.5034,1289.014
40.15184,-113.4913,1288.977
40.1519,-113.4792,1289.48
40.15195,-113.467,1290.933
40.152,-113.4549,1292.723
40.15205,-113.4428,1293.469
40.1521,-113.4307,1293.702
40.15216,-113.4185,1295.114
40.1522,-113.4064,1297.322
40.15225,-113.3943,1298.128
40.1523,-113.3821,1297.291
40.15233,-113.37,1297.212
40.15237,-113.3579,1299.707
40.15242,-113.3457,1296.959
40.15246,-113.3336,1338.923
40.15249,-113.3215,1454.432
40.15253,-113.3093,1545.153
40.15258,-113.2972,1637.591
40.1526,-113.2851,1725.968
40.15264,-113.2729,1620.375
40.15266,-113.2608,1418.871
40.15271,-113.2487,1329.498
40.15273,-113.2366,1310.548
40.15275,-113.2244,1304.791
40.15277,-113.2123,1307.418
40.15281,-113.2002,1308.683
40.15283,-113.188,1310.076
40.15284,-113.1759,1311.537
40.15287,-113.1638,1312.478
40.15288,-113.1516,1312.986
40.1529,-113.1395,1313.261
40.15291,-113.1274,1314.58
40.15293,-113.1152,1316.598
40.15294,-113.1031,1317.011
40.15295,-113.091,1317.044
40.15296,-113.0789,1317.046
40.15297,-113.0667,1317.891
40.15298,-113.0546,1320.071
40.15298,-113.0424,1319.771
40.15298,-113.0303,1319.252
40.15299,-113.0182,1320.662
40.153,-113.0061,1320.555
40.153,-112.9939,1321.424
40.15299,-112.9818,1326.826
40.16061,-113.5885,1291.311
40.16068,-113.5763,1288.352
40.16074,-113.5642,1287.439
40.1608,-113.5521,1287.387
40.16087,-113.5399,1288.896
40.16093,-113.5278,1290.058
40.16099,-113.5157,1288.556
40.16105,-113.5035,1286.741
40.16111,-113.4914,1286.521
40.16117,-113.4792,1287.604
40.16123,-113.4671,1289.05
40.16128,-113.455,1290.869
40.16133,-113.4429,1292.741
40.16138,-113.4307,1293.601
40.16142,-113.4186,1295.017
40.16147,-113.4065,1297.314
40.16152,-113.3943,1298.829
40.16157,-113.3822,1298.889
40.16161,-113.3701,1298.746
40.16166,-113.3579,1302.181
40.16169,-113.3458,1301.295
40.16174,-113.3336,1317.997
40.16177,-113.3215,1390.413
40.1618,-113.3094,1450.655
40.16185,-113.2973,1489.637
40.16188,-113.2851,1556.735
40.16191,-113.273,1512.99
40.16194,-113.2609,1364.255
40.16197,-113.2487,1300.244
40.16199,-113.2366,1306.526
40.16203,-113.2245,1309.413
40.16205,-113.2123,1310.998
40.16207,-113.2002,1311.587
40.1621,-113.188,1311.501
40.16211,-113.1759,1312.325
40.16213,-113.1638,1313.28
40.16216,-113.1517,1313.476
40.16217,-113.1395,1313.466
40.16219,-113.1274,1314.31
40.1622,-113.1153,1316.513
40.16222,-113.1031,1316.996
40.16223,-113.091,1316.17
40.16224,-113.0789,1316.541
40.16224,-113.0667,1318.056
40.16225,-113.0546,1319.932
40.16226,-113.0424,1318.816
40.16226,-113.0303,1318.353
40.16226,-113.0182,1322.162
40.16226,-113.0061,1323.125
40.16226,-112.9939,1321.17
40.16226,-112.9818,1322.41
40.16989,-113.5885,1289.736
40.16996,-113.5764,1287.754
40.17002,-113.5643,1286.179
40.17008,-113.5521,1285.938
40.17015,-113.54,1287.396
40.17021,-113.5279,1288.475
40.17027,-113.5157,1286.683
40.17033,-113.5036,1284.687
40.17039,-113.4915,1285.433
40.17044,-113.4793,1287.298
40.17049,-113.4672,1288.792
40.17055,-113.455,1290.691
40.1706,-113.4429,1292.961
40.17065,-113.4308,1294.243
40.1707,-113.4187,1294.747
40.17075,-113.4065,1295.404
40.1708,-113.3944,1296.599
40.17084,-113.3822,1298.061
40.17088,-113.3701,1299.494
40.17093,-113.358,1302.908
40.17097,-113.3458,1304.813
40.17101,-113.3337,1300.747
40.17104,-113.3216,1316.338
40.17107,-113.3094,1350.391
